dataset,rho,horizon,model,test_run_id,MAE,RMSE,n_test,MAE_std,relative_improvement_over_persistence,n_test_runs
history_only,0.7,extra_long,Decision Tree,ALL_MEAN,1.6608511454247492,,,0.026900624072652767,0.06597324376054647,5.0
history_only,0.7,extra_long,Random Forest,ALL_MEAN,1.6602556094328258,,,0.026722249229980257,0.06630816031962072,5.0
history_only,0.7,extra_long,Naive (persistence),ALL_MEAN,1.7781622788961755,,,0.02949025514726618,0.0,5.0
history_only,0.8,short,Naive (persistence),25,1.5773893007413344,2.2589233990689346,19964.0,,,
history_only,0.8,short,Linear Regression,25,1.6056079237873422,2.16208326821062,19964.0,,,
history_only,0.8,short,Decision Tree,25,1.6118632163750515,2.1241092588713335,19964.0,,,
history_only,0.8,short,Random Forest,25,1.611187241006393,2.122971347236978,19964.0,,,
history_only,0.8,short,Naive (persistence),26,1.5374480236461099,2.211784207215888,19961.0,,,
history_only,0.8,short,Linear Regression,26,1.5699749666144074,2.1226815106948234,19961.0,,,
history_only,0.8,short,Decision Tree,26,1.5715237368756363,2.073921700655617,19961.0,,,
history_only,0.8,short,Random Forest,26,1.5711546500668185,2.07263840634574,19961.0,,,
history_only,0.8,short,Naive (persistence),27,1.6029846261705645,2.2884968183101093,19969.0,,,
history_only,0.8,short,Linear Regression,27,1.6346821249648777,2.1983708236475596,19969.0,,,
history_only,0.8,short,Decision Tree,27,1.6418971583527904,2.159115112047653,19969.0,,,
history_only,0.8,short,Random Forest,27,1.6409944955951472,2.157518744547516,19969.0,,,
history_only,0.8,short,Naive (persistence),28,1.6602554470323065,2.3294733913465797,19965.0,,,
history_only,0.8,short,Linear Regression,28,1.684533832890128,2.245762194694079,19965.0,,,
history_only,0.8,short,Decision Tree,28,1.6771713821299854,2.2033015269773237,19965.0,,,
history_only,0.8,short,Random Forest,28,1.6767748618601537,2.202352294727612,19965.0,,,
history_only,0.8,short,Naive (persistence),29,1.5897551449601923,2.2557322703968614,19971.0,,,
history_only,0.8,short,Linear Regression,29,1.6210147037119642,2.1715913112882483,19971.0,,,
history_only,0.8,short,Decision Tree,29,1.6172442131483606,2.126349048001291,19971.0,,,
history_only,0.8,short,Random Forest,29,1.617265718016419,2.126320610463472,19971.0,,,
history_only,0.8,short,Linear Regression,ALL_MEAN,1.6231627103937438,,,0.037525543679913446,-0.01857230415272282,5.0
history_only,0.8,short,Decision Tree,ALL_MEAN,1.6239399413763649,,,0.03491185037710684,-0.019060034648105573,5.0
history_only,0.8,short,Random Forest,ALL_MEAN,1.6234753933089863,,,0.034856193769295996,-0.018768519945143503,5.0
history_only,0.8,short,Naive (persistence),ALL_MEAN,1.5935665085101016,,,0.039903955563874265,0.0,5.0
history_only,0.8,medium,Naive (persistence),25,2.1211681025846523,3.002978885696383,19964.0,,,
history_only,0.8,medium,Linear Regression,25,2.087203636350724,2.7735519622438094,19964.0,,,
history_only,0.8,medium,Decision Tree,25,2.08519742873237,2.7194116570636386,19964.0,,,
history_only,0.8,medium,Random Forest,25,2.0846796004745363,2.7179162740610465,19964.0,,,
history_only,0.8,medium,Naive (persistence),26,2.0509994489254044,2.9399412147141057,19961.0,,,
history_only,0.8,medium,Linear Regression,26,2.0291644350016407,2.7293470791711996,19961.0,,,
history_only,0.8,medium,Decision Tree,26,2.0238128596298823,2.660694839789081,19961.0,,,
history_only,0.8,medium,Random Forest,26,2.023306156074367,2.6605426308541085,19961.0,,,
history_only,0.8,medium,Naive (persistence),27,2.1834343232009616,3.0826740767015752,19969.0,,,
history_only,0.8,medium,Linear Regression,27,2.1448766139926043,2.8598634736156665,19969.0,,,
history_only,0.8,medium,Decision Tree,27,2.1424011899965936,2.806806806059091,19969.0,,,
history_only,0.8,medium,Random Forest,27,2.140991561585078,2.804301904260696,19969.0,,,
history_only,0.8,medium,Naive (persistence),28,2.242374154770849,3.0999785914935782,19965.0,,,
history_only,0.8,medium,Linear Regression,28,2.1911314209266113,2.904622317428646,19965.0,,,
history_only,0.8,medium,Decision Tree,28,2.1642203809439953,2.8363584688135544,19965.0,,,
history_only,0.8,medium,Random Forest,28,2.1650848492255452,2.836933605061184,19965.0,,,
history_only,0.8,medium,Naive (persistence),29,2.1115116919533325,2.9733767681944,19971.0,,,
history_only,0.8,medium,Linear Regression,29,2.089703771280498,2.784132231343564,19971.0,,,
history_only,0.8,medium,Decision Tree,29,2.0716157855422606,2.7167213235865213,19971.0,,,
history_only,0.8,medium,Random Forest,29,2.071262366171719,2.7165920121991878,19971.0,,,
history_only,0.8,medium,Linear Regression,ALL_MEAN,2.1084159755104155,,,0.05523067926743333,0.015631732183421954,5.0
history_only,0.8,medium,Decision Tree,ALL_MEAN,2.0974495289690203,,,0.050435808377802344,0.020751700022521136,5.0
history_only,0.8,medium,Random Forest,ALL_MEAN,2.0970649067062492,,,0.05062762841065663,0.02093127082589452,5.0
history_only,0.8,medium,Naive (persistence),ALL_MEAN,2.1418975442870396,,,0.06547721248277238,0.0,5.0
history_only,0.8,long,Naive (persistence),25,2.759066319374875,3.888562414540005,19964.0,,,
history_only,0.8,long,Linear Regression,25,2.5851753619633326,3.379217449672978,19964.0,,,
history_only,0.8,long,Decision Tree,25,2.5456316621235238,3.3085322677799076,19964.0,,,
history_only,0.8,long,Random Forest,25,2.5443217515130803,3.3060180913384385,19964.0,,,
history_only,0.8,long,Naive (persistence),26,2.623616051300035,3.769178036520486,19961.0,,,
history_only,0.8,long,Linear Regression,26,2.4709787232141265,3.318636079018365,19961.0,,,
history_only,0.8,long,Decision Tree,26,2.4336983678771933,3.2485250562394175,19961.0,,,
history_only,0.8,long,Random Forest,26,2.434391004792251,3.2491307047378815,19961.0,,,
history_only,0.8,long,Naive (persistence),27,2.8237267765035807,3.9918227297180313,19969.0,,,
history_only,0.8,long,Linear Regression,27,2.6248247933897906,3.4972872606183745,19969.0,,,
history_only,0.8,long,Decision Tree,27,2.6042461697462613,3.465520586241684,19969.0,,,
history_only,0.8,long,Random Forest,27,2.6017639405405393,3.462281657168306,19969.0,,,
history_only,0.8,long,Naive (persistence),28,2.890909090909091,4.006324826768389,19965.0,,,
history_only,0.8,long,Linear Regression,28,2.7034168780041177,3.5858244223972853,19965.0,,,
history_only,0.8,long,Decision Tree,28,2.6518920653186444,3.523594508109957,19965.0,,,
history_only,0.8,long,Random Forest,28,2.650452085402377,3.5227962301896794,19965.0,,,
history_only,0.8,long,Naive (persistence),29,2.749887336638125,3.851481425152408,19971.0,,,
history_only,0.8,long,Linear Regression,29,2.595188947553769,3.449707509709276,19971.0,,,
history_only,0.8,long,Decision Tree,29,2.5489877362953313,3.372564322053246,19971.0,,,
history_only,0.8,long,Random Forest,29,2.547368874005554,3.3701123122205803,19971.0,,,
history_only,0.8,long,Linear Regression,ALL_MEAN,2.595916940825027,,,0.0749898261684187,0.06265674802894339,5.0
history_only,0.8,long,Decision Tree,ALL_MEAN,2.556891200272191,,,0.07298407139797203,0.07674830619287609,5.0
history_only,0.8,long,Random Forest,ALL_MEAN,2.55565953125076,,,0.072131242377908,0.07719304178042274,5.0
history_only,0.8,long,Naive (persistence),ALL_MEAN,2.769441114945141,,,0.08883280706126556,0.0,5.0
history_only,0.8,extra_long,Naive (persistence),25,2.491134041274294,3.519907889816867,19964.0,,,
history_only,0.8,extra_long,Linear Regression,25,2.385537242203577,3.1451118505024382,19964.0,,,
history_only,0.8,extra_long,Decision Tree,25,2.3718688544111783,3.080102746299578,19964.0,,,
history_only,0.8,extra_long,Random Forest,25,2.3704250081685165,3.0774325543903736,19964.0,,,
history_only,0.8,extra_long,Naive (persistence),26,2.3761334602474826,3.4086150237216413,19961.0,,,
history_only,0.8,extra_long,Linear Regression,26,2.289159949516004,3.079150122394056,19961.0,,,
history_only,0.8,extra_long,Decision Tree,26,2.279323406808621,3.0044792351682488,19961.0,,,
history_only,0.8,extra_long,Random Forest,26,2.279051299102216,3.0041696014361845,19961.0,,,
history_only,0.8,extra_long,Naive (persistence),27,2.5703340177274776,3.6147202677457324,19969.0,,,
history_only,0.8,extra_long,Linear Regression,27,2.44210474147346,3.251337169888592,19969.0,,,
history_only,0.8,extra_long,Decision Tree,27,2.433915034137828,3.2067992500653655,19969.0,,,
history_only,0.8,extra_long,Random Forest,27,2.432653562721546,3.2042444836460438,19969.0,,,
history_only,0.8,extra_long,Naive (persistence),28,2.610167793638868,3.6128440491829292,19965.0,,,
history_only,0.8,extra_long,Linear Regression,28,2.48792690826383,3.3045547238939057,19965.0,,,
history_only,0.8,extra_long,Decision Tree,28,2.4546751672026685,3.2355706368464445,19965.0,,,
history_only,0.8,extra_long,Random Forest,28,2.4543882921029443,3.2353520413932797,19965.0,,,
history_only,0.8,extra_long,Naive (persistence),29,2.460217315106905,3.4465452379755943,19971.0,,,
history_only,0.8,extra_long,Linear Regression,29,2.372759518666988,3.1582033221169277,19971.0,,,
history_only,0.8,extra_long,Decision Tree,29,2.3469149929674593,3.0846107769365156,19971.0,,,
history_only,0.8,extra_long,Random Forest,29,2.3458102421121114,3.0825376605497774,19971.0,,,
history_only,0.8,extra_long,Linear Regression,ALL_MEAN,2.3954976720247716,,,0.06728941617078742,0.04241276263310212,5.0
history_only,0.8,extra_long,Decision Tree,ALL_MEAN,2.377339491105551,,,0.06284000254693614,0.04967139723964209,5.0
history_only,0.8,extra_long,Random Forest,ALL_MEAN,2.3764656808414673,,,0.06276116448194469,0.0500206981663508,5.0
history_only,0.8,extra_long,Naive (persistence),ALL_MEAN,2.5015973255990054,,,0.08255331183095,0.0,5.0
history_only,0.9,short,Naive (persistence),25,1.9929390555360809,2.673017917714368,19969.0,,,
history_only,0.9,short,Linear Regression,25,2.0101845545815897,2.632880814138287,19969.0,,,
history_only,0.9,short,Decision Tree,25,2.021381043552476,2.592835582243763,19969.0,,,
history_only,0.9,short,Random Forest,25,2.0200631654391414,2.5905325403219153,19969.0,,,
history_only,0.9,short,Naive (persistence),26,1.9487205168010415,2.635767111451998,19969.0,,,
history_only,0.9,short,Linear Regression,26,1.9718786708017868,2.5969115837190033,19969.0,,,
history_only,0.9,short,Decision Tree,26,1.9867185318401552,2.5527591781727157,19969.0,,,
history_only,0.9,short,Random Forest,26,1.9866979964366274,2.552351653228801,19969.0,,,
history_only,0.9,short,Naive (persistence),27,2.001151669921386,2.6829811147509144,19971.0,,,
history_only,0.9,short,Linear Regression,27,2.029855988519907,2.6563991116837826,19971.0,,,
history_only,0.9,short,Decision Tree,27,2.045595728562949,2.615096862447346,19971.0,,,
history_only,0.9,short,Random Forest,27,2.0435322035063366,2.610072562345606,19971.0,,,
history_only,0.9,short,Naive (persistence),28,1.993340343498072,2.68180508498382,19971.0,,,
history_only,0.9,short,Linear Regression,28,2.0162544486131924,2.6420160510701036,19971.0,,,
history_only,0.9,short,Decision Tree,28,2.0311946860318093,2.591944580142009,19971.0,,,
history_only,0.9,short,Random Forest,28,2.0307977792062326,2.5903223546293357,19971.0,,,
history_only,0.9,short,Naive (persistence),29,2.057341746794872,2.728619170959591,19968.0,,,
history_only,0.9,short,Linear Regression,29,2.08594549704541,2.7053099379284014,19968.0,,,
history_only,0.9,short,Decision Tree,29,2.094372857724194,2.6660248851070003,19968.0,,,
history_only,0.9,short,Random Forest,29,2.091570919356105,2.6619384429653077,19968.0,,,
history_only,0.9,short,Linear Regression,ALL_MEAN,2.022823831912377,,,0.03696515495620088,-0.012070436532691131,5.0
history_only,0.9,short,Decision Tree,ALL_MEAN,2.0358525695423166,,,0.03511360955749433,-0.018589046790578267,5.0
history_only,0.9,short,Random Forest,ALL_MEAN,2.034532412788889,,,0.0341930561927494,-0.017928538643178227,5.0
history_only,0.9,short,Naive (persistence),ALL_MEAN,1.9986986665102904,,,0.034654662841921584,0.0,5.0
history_only,0.9,medium,Naive (persistence),25,2.7414993239521257,3.641552471381241,19969.0,,,
history_only,0.9,medium,Linear Regression,25,2.7227841988074286,3.541465062009428,19969.0,,,
history_only,0.9,medium,Decision Tree,25,2.702264470354323,3.4680676412419364,19969.0,,,
history_only,0.9,medium,Random Forest,25,2.7020558311898375,3.4670377526414,19969.0,,,
history_only,0.9,medium,Naive (persistence),26,2.6692873954629674,3.5713890814296585,19969.0,,,
history_only,0.9,medium,Linear Regression,26,2.6617099458464124,3.4755023008648864,19969.0,,,
history_only,0.9,medium,Decision Tree,26,2.656129934966105,3.3928331456348073,19969.0,,,
history_only,0.9,medium,Random Forest,26,2.6563570747226404,3.3926738964250562,19969.0,,,
history_only,0.9,medium,Naive (persistence),27,2.7760753091983377,3.6694924040021384,19971.0,,,
history_only,0.9,medium,Linear Regression,27,2.7841369865688517,3.6046298732866777,19971.0,,,
history_only,0.9,medium,Decision Tree,27,2.7584424134845484,3.5143979700942882,19971.0,,,
history_only,0.9,medium,Random Forest,27,2.7551306534558098,3.508892472545363,19971.0,,,
history_only,0.9,medium,Naive (persistence),28,2.7606529467728205,3.659859577851028,19971.0,,,
history_only,0.9,medium,Linear Regression,28,2.753177436391345,3.559728877098933,19971.0,,,
history_only,0.9,medium,Decision Tree,28,2.719749015883242,3.4521521982304093,19971.0,,,
history_only,0.9,medium,Random Forest,28,2.719139500645208,3.45134427431597,19971.0,,,
history_only,0.9,medium,Naive (persistence),29,2.8768028846153846,3.772953257337186,19968.0,,,
history_only,0.9,medium,Linear Regression,29,2.8755175702071827,3.7113770634619785,19968.0,,,
history_only,0.9,medium,Decision Tree,29,2.842851432522764,3.634899076738849,19968.0,,,
history_only,0.9,medium,Random Forest,29,2.8398292668206793,3.630665083997026,19968.0,,,
history_only,0.9,medium,Linear Regression,ALL_MEAN,2.7594652275642444,,,0.07073608869243536,0.0019524813053171108,5.0
history_only,0.9,medium,Decision Tree,ALL_MEAN,2.7358874534421966,,,0.06277297978477032,0.010480125982189725,5.0
history_only,0.9,medium,Random Forest,ALL_MEAN,2.7345024653668353,,,0.061505713688598536,0.010981050544756621,5.0
history_only,0.9,medium,Naive (persistence),ALL_MEAN,2.764863572000327,,,0.06686484238057211,0.0,5.0
history_only,0.9,long,Naive (persistence),25,3.6464520006009313,4.862823555512237,19969.0,,,
history_only,0.9,long,Linear Regression,25,3.5360444650808023,4.623225641955216,19969.0,,,
history_only,0.9,long,Decision Tree,25,3.523107124055516,4.5389392351043805,19969.0,,,
history_only,0.9,long,Random Forest,25,3.5234581905279803,4.53966128200996,19969.0,,,
history_only,0.9,long,Naive (persistence),26,3.540587911262457,4.7281763143364435,19969.0,,,
history_only,0.9,long,Linear Regression,26,3.4597394841130975,4.503011647100278,19969.0,,,
history_only,0.9,long,Decision Tree,26,3.4505237703691964,4.394039851711357,19969.0,,,
history_only,0.9,long,Random Forest,26,3.4500842418549924,4.393713997810425,19969.0,,,
history_only,0.9,long,Naive (persistence),27,3.7376195483451005,4.93586121691355,19971.0,,,
history_only,0.9,long,Linear Regression,27,3.6798448137051327,4.783587256913981,19971.0,,,
history_only,0.9,long,Decision Tree,27,3.6084748675428235,4.634203472698473,19971.0,,,
history_only,0.9,long,Random Forest,27,3.6049494881333235,4.629417933800162,19971.0,,,
history_only,0.9,long,Naive (persistence),28,3.7646086825897553,4.916451837766334,19971.0,,,
history_only,0.9,long,Linear Regression,28,3.647216164076202,4.662037774268707,19971.0,,,
history_only,0.9,long,Decision Tree,28,3.5500533753033143,4.484554668192606,19971.0,,,
history_only,0.9,long,Random Forest,28,3.5489422438073737,4.483357700600723,19971.0,,,
history_only,0.9,long,Naive (persistence),29,3.894230769230769,5.12708095651077,19968.0,,,
history_only,0.9,long,Linear Regression,29,3.8342241954458482,4.977091567505888,19968.0,,,
history_only,0.9,long,Decision Tree,29,3.781983109803673,4.879769406289785,19968.0,,,
history_only,0.9,long,Random Forest,29,3.781600659655953,4.877130996958602,19968.0,,,
history_only,0.9,long,Linear Regression,ALL_MEAN,3.6314138244842162,,,0.12829241215127887,0.022946690051565466,5.0
history_only,0.9,long,Decision Tree,ALL_MEAN,3.5828284494149045,,,0.11177270489743711,0.03601887180251184,5.0
history_only,0.9,long,Random Forest,ALL_MEAN,3.5818069647959248,,,0.11161419441580414,0.036293708264637625,5.0
history_only,0.9,long,Naive (persistence),ALL_MEAN,3.716699782405803,,,0.11849075289907865,0.0,5.0
history_only,0.9,extra_long,Naive (persistence),25,3.2509389553808403,4.321556150708188,19969.0,,,
history_only,0.9,extra_long,Linear Regression,25,3.189450082735048,4.153844649228385,19969.0,,,
history_only,0.9,extra_long,Decision Tree,25,3.1775562413742713,4.067898245064315,19969.0,,,
history_only,0.9,extra_long,Random Forest,25,3.1774507964244614,4.0674153341869905,19969.0,,,
history_only,0.9,extra_long,Naive (persistence),26,3.1707646852621565,4.227084785163469,19969.0,,,
history_only,0.9,extra_long,Linear Regression,26,3.1238013372954554,4.067307878671968,19969.0,,,
history_only,0.9,extra_long,Decision Tree,26,3.1217064072851155,3.9660156415125685,19969.0,,,
history_only,0.9,extra_long,Random Forest,26,3.121302641949649,3.965531253270485,19969.0,,,
history_only,0.9,extra_long,Naive (persistence),27,3.298482800060087,4.365871987978157,19971.0,,,
history_only,0.9,extra_long,Linear Regression,27,3.2787385876238675,4.259598770648888,19971.0,,,
history_only,0.9,extra_long,Decision Tree,27,3.2323025082568733,4.131536632916975,19971.0,,,
history_only,0.9,extra_long,Random Forest,27,3.232271035989766,4.129614879195197,19971.0,,,
history_only,0.9,extra_long,Naive (persistence),28,3.341595313204146,4.375169260014746,19971.0,,,
history_only,0.9,extra_long,Linear Regression,28,3.2747635806347195,4.199386799412729,19971.0,,,
history_only,0.9,extra_long,Decision Tree,28,3.212539524012834,4.052632797724065,19971.0,,,
history_only,0.9,extra_long,Random Forest,28,3.2110078983314163,4.050179489383009,19971.0,,,
history_only,0.9,extra_long,Naive (persistence),29,3.453876201923077,4.5242568716182125,19968.0,,,
history_only,0.9,extra_long,Linear Regression,29,3.4192817753046185,4.420034262365859,19968.0,,,
history_only,0.9,extra_long,Decision Tree,29,3.379066481901739,4.3253039930353285,19968.0,,,
history_only,0.9,extra_long,Random Forest,29,3.3757247600227904,4.320681500749913,19968.0,,,
history_only,0.9,extra_long,Linear Regression,ALL_MEAN,3.2572070727187414,,,0.09942650175691801,0.013903326942874772,5.0
history_only,0.9,extra_long,Decision Tree,ALL_MEAN,3.2246342325661663,,,0.08586603348665157,0.023764526611603776,5.0
history_only,0.9,extra_long,Random Forest,ALL_MEAN,3.2235514265436165,,,0.08481765990569916,0.024092338566006677,5.0
history_only,0.9,extra_long,Naive (persistence),ALL_MEAN,3.3031315911660615,,,0.094308086453746,0.0,5.0
history_only,0.95,short,Naive (persistence),25,2.250463171598818,2.9227703896797372,19971.0,,,
history_only,0.95,short,Linear Regression,25,2.2623374017952904,2.911177654415692,19971.0,,,
history_only,0.95,short,Decision Tree,25,2.2899788511498813,2.9011899784512525,19971.0,,,
history_only,0.95,short,Random Forest,25,2.2760575732187167,2.885425288437443,19971.0,,,
history_only,0.95,short,Naive (persistence),26,2.255570577337139,2.9349600143638375,19971.0,,,
history_only,0.95,short,Linear Regression,26,2.275440674335332,2.9325344536506086,19971.0,,,
history_only,0.95,short,Decision Tree,26,2.3198704304098032,2.956245844800811,19971.0,,,
history_only,0.95,short,Random Forest,26,2.2939342674069283,2.9224933216218463,19971.0,,,
history_only,0.95,short,Naive (persistence),27,2.248835695327758,2.9272908976730307,19969.0,,,
history_only,0.95,short,Linear Regression,27,2.2620947488637255,2.9188467031859333,19969.0,,,
history_only,0.95,short,Decision Tree,27,2.297204649026774,2.913883358757588,19969.0,,,
history_only,0.95,short,Random Forest,27,2.282788997491381,2.894402466943522,19969.0,,,
history_only,0.95,short,Naive (persistence),28,2.3108006609583898,2.979500337687564,19971.0,,,
history_only,0.95,short,Linear Regression,28,2.328315643022565,2.97561707550374,19971.0,,,
history_only,0.95,short,Decision Tree,28,2.369738159116702,2.997405688211418,19971.0,,,
history_only,0.95,short,Random Forest,28,2.347424919625587,2.969203738431546,19971.0,,,
history_only,0.95,short,Naive (persistence),29,2.1993089288397014,2.873185610625829,19969.0,,,
history_only,0.95,short,Linear Regression,29,2.2131162656916987,2.863955673062597,19969.0,,,
history_only,0.95,short,Decision Tree,29,2.2292498339814353,2.8335856462564895,19969.0,,,
history_only,0.95,short,Random Forest,29,2.2218691597230324,2.8250050663448127,19969.0,,,
history_only,0.95,short,Linear Regression,ALL_MEAN,2.2682609467417225,,,0.036802612034513335,-0.00677548528195393,5.0
history_only,0.95,short,Decision Tree,ALL_MEAN,2.301208384736919,,,0.04552969860714959,-0.02139931986503396,5.0
history_only,0.95,short,Random Forest,ALL_MEAN,2.2844149834931295,,,0.040113187421845845,-0.013945510500182223,5.0
history_only,0.95,short,Naive (persistence),ALL_MEAN,2.2529958068123612,,,0.03536674212092306,0.0,5.0
history_only,0.95,medium,Naive (persistence),25,3.1426067798307544,4.037906859143053,19971.0,,,
history_only,0.95,medium,Linear Regression,25,3.146363645401034,4.00984216607385,19971.0,,,
history_only,0.95,medium,Decision Tree,25,3.14007543102954,3.959299914492665,19971.0,,,
history_only,0.95,medium,Random Forest,25,3.13373316490427,3.9525179723852824,19971.0,,,
history_only,0.95,medium,Naive (persistence),26,3.1708978018126284,4.098494431138464,19971.0,,,
history_only,0.95,medium,Linear Regression,26,3.1863142826193194,4.091879477489303,19971.0,,,
history_only,0.95,medium,Decision Tree,26,3.1975238010990874,4.069441917896082,19971.0,,,
history_only,0.95,medium,Random Forest,26,3.1820950314306256,4.04842069082585,19971.0,,,
history_only,0.95,medium,Naive (persistence),27,3.178927337372928,4.1034496906888265,19969.0,,,
history_only,0.95,medium,Linear Regression,27,3.1871729472057826,4.082130644218085,19969.0,,,
history_only,0.95,medium,Decision Tree,27,3.1961148993079735,4.035534542347455,19969.0,,,
history_only,0.95,medium,Random Forest,27,3.188432591322414,4.022595320925793,19969.0,,,
history_only,0.95,medium,Naive (persistence),28,3.258124280206299,4.181142048029152,19971.0,,,
history_only,0.95,medium,Linear Regression,28,3.270095196593876,4.1703344518895396,19971.0,,,
history_only,0.95,medium,Decision Tree,28,3.2857363108092814,4.157179493451019,19971.0,,,
history_only,0.95,medium,Random Forest,28,3.276144376871098,4.136949434773993,19971.0,,,
history_only,0.95,medium,Naive (persistence),29,3.1141769743101806,4.0285487794199115,19969.0,,,
history_only,0.95,medium,Linear Regression,29,3.1188018716564176,4.003528495429955,19969.0,,,
history_only,0.95,medium,Decision Tree,29,3.093145086763424,3.9269531331878147,19969.0,,,
history_only,0.95,medium,Random Forest,29,3.0897033720015834,3.9223184341102213,19969.0,,,
history_only,0.95,medium,Linear Regression,ALL_MEAN,3.181749588695286,,,0.05112685350450254,-0.00277437820492743,5.0
history_only,0.95,medium,Decision Tree,ALL_MEAN,3.182519105801861,,,0.06458011876549749,-0.0030169026451931646,5.0
history_only,0.95,medium,Random Forest,ALL_MEAN,3.174021707305998,,,0.062345232531480645,-0.0003388246709479237,5.0
history_only,0.95,medium,Naive (persistence),ALL_MEAN,3.172946634706558,,,0.0483106149629265,0.0,5.0
history_only,0.95,long,Naive (persistence),25,4.30118672074508,5.5350585784187025,19971.0,,,
history_only,0.95,long,Linear Regression,25,4.283918457052344,5.470661685365404,19971.0,,,
history_only,0.95,long,Decision Tree,25,4.250889819783547,5.3754074757473544,19971.0,,,
history_only,0.95,long,Random Forest,25,4.242967688193426,5.36545374327458,19971.0,,,
history_only,0.95,long,Naive (persistence),26,4.4017325121426065,5.646191215243838,19971.0,,,
history_only,0.95,long,Linear Regression,26,4.407907728270422,5.634224354825333,19971.0,,,
history_only,0.95,long,Decision Tree,26,4.376346416380793,5.572258746818502,19971.0,,,
history_only,0.95,long,Random Forest,26,4.3692897043575485,5.554337493712982,19971.0,,,
history_only,0.95,long,Naive (persistence),27,4.451399669487706,5.742020963681551,19969.0,,,
history_only,0.95,long,Linear Regression,27,4.428341782295251,5.681965853436731,19969.0,,,
history_only,0.95,long,Decision Tree,27,4.404877158922566,5.559474138378278,19969.0,,,
history_only,0.95,long,Random Forest,27,4.396553239852473,5.546631515137095,19969.0,,,
history_only,0.95,long,Naive (persistence),28,4.579690551299384,5.852188458957108,19971.0,,,
history_only,0.95,long,Linear Regression,28,4.568613449409813,5.817317069233973,19971.0,,,
history_only,0.95,long,Decision Tree,28,4.567360899048095,5.762478719492568,19971.0,,,
history_only,0.95,long,Random Forest,28,4.549345797458258,5.742656624970663,19971.0,,,
history_only,0.95,long,Naive (persistence),29,4.334368270819771,5.5855982945318585,19969.0,,,
history_only,0.95,long,Linear Regression,29,4.3049903592457115,5.519896118181039,19969.0,,,
history_only,0.95,long,Decision Tree,29,4.247715039729775,5.376392716176253,19969.0,,,
history_only,0.95,long,Random Forest,29,4.244666342525064,5.372537382403986,19969.0,,,
history_only,0.95,long,Linear Regression,ALL_MEAN,4.398754355254709,,,0.10177453749062779,0.003380672070797286,5.0
history_only,0.95,long,Decision Tree,ALL_MEAN,4.369437866772955,,,0.11776865818979382,0.010022865903018596,5.0
history_only,0.95,long,Random Forest,ALL_MEAN,4.360564554477354,,,0.11337644368246376,0.01203327926606168,5.0
history_only,0.95,long,Naive (persistence),ALL_MEAN,4.41367554489891,,,0.09805111650453921,0.0,5.0
history_only,0.95,extra_long,Naive (persistence),25,3.792298833308297,4.849236732774676,19971.0,,,
history_only,0.95,extra_long,Linear Regression,25,3.786039931275544,4.804306449104491,19971.0,,,
history_only,0.95,extra_long,Decision Tree,25,3.7615167312091593,4.727459834020594,19971.0,,,
history_only,0.95,extra_long,Random Forest,25,3.754336004634891,4.717443591302475,19971.0,,,
history_only,0.95,extra_long,Naive (persistence),26,3.837864904110961,4.947068480979972,19971.0,,,
history_only,0.95,extra_long,Linear Regression,26,3.8545944418345606,4.937546756247195,19971.0,,,
history_only,0.95,extra_long,Decision Tree,26,3.8424887252445084,4.885931751717407,19971.0,,,
history_only,0.95,extra_long,Random Forest,26,3.826594691313883,4.864888984857651,19971.0,,,
history_only,0.95,extra_long,Naive (persistence),27,3.8597826631278482,4.983663029403724,19969.0,,,
history_only,0.95,extra_long,Linear Regression,27,3.858339868664022,4.946373154307885,19969.0,,,
history_only,0.95,extra_long,Decision Tree,27,3.8537600565050574,4.860515876851501,19969.0,,,
history_only,0.95,extra_long,Random Forest,27,3.8443214990474663,4.846924036835066,19969.0,,,
history_only,0.95,extra_long,Naive (persistence),28,3.9940413599719595,5.094298796333817,19971.0,,,
history_only,0.95,extra_long,Linear Regression,28,3.990998040076123,5.0727082201989395,19971.0,,,
history_only,0.95,extra_long,Decision Tree,28,4.000519513978926,5.035798841195855,19971.0,,,
history_only,0.95,extra_long,Random Forest,28,3.9862941211532554,5.016123593717919,19971.0,,,
history_only,0.95,extra_long,Naive (persistence),29,3.775451950523311,4.876500733320278,19969.0,,,
history_only,0.95,extra_long,Linear Regression,29,3.767208881114354,4.832903316650592,19969.0,,,
history_only,0.95,extra_long,Decision Tree,29,3.723131365923851,4.722776054092576,19969.0,,,
history_only,0.95,extra_long,Random Forest,29,3.7181432359814357,4.715523260394721,19969.0,,,
history_only,0.95,extra_long,Linear Regression,ALL_MEAN,3.8514362325929206,,,0.07862067863823333,0.00011726966680547513,5.0
history_only,0.95,extra_long,Decision Tree,ALL_MEAN,3.8362832785723002,,,0.09561472511748396,0.0040511727937828645,5.0
history_only,0.95,extra_long,Random Forest,ALL_MEAN,3.825937910426186,,,0.09251921612516006,0.006736964359199571,5.0
history_only,0.95,extra_long,Naive (persistence),ALL_MEAN,3.8518879422084753,,,0.0772785728674263,0.0,5.0
rich_features,0.3,short,Naive (persistence),25,0.2199632256369845,0.6207598485711755,19035.0,,,
rich_features,0.3,short,Linear Regression,25,0.23289243319661407,0.47849449709946,19035.0,,,
rich_features,0.3,short,Decision Tree,25,0.23302195869500858,0.48053579524103,19035.0,,,
