dataset,weibull_shape,rho,horizon,model,test_run_id,accuracy,precision_congested,recall_congested,f1_congested,n_test,congestion_rate,accuracy_std,precision_congested_std,recall_congested_std,f1_congested_std,n_test_runs
history_only,2.0,0.9,long,Naive (always 'not congested'),25,0.8326990485728593,0.0,0.0,0.0,19970.0,0.16730095142714071,,,,,
history_only,2.0,0.9,long,Naive (persistence),25,0.8976965448172258,0.6941950927588271,0.6944028733912002,0.6942989675295526,19970.0,0.16730095142714071,,,,,
history_only,2.0,0.9,long,Logistic Regression,25,0.9099148723084627,0.8121457489878543,0.6004190362167016,0.690414730683187,19970.0,0.16730095142714071,,,,,
history_only,2.0,0.9,long,Random Forest,25,0.9098647971957937,0.8177319587628866,0.5935348697994612,0.6878251821019771,19970.0,0.16730095142714071,,,,,
history_only,2.0,0.9,long,Naive (always 'not congested'),26,0.8522858144309249,0.0,0.0,0.0,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,long,Naive (persistence),26,0.8837314105452907,0.6064406779661017,0.6064406779661017,0.6064406779661017,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,long,Logistic Regression,26,0.892894697311101,0.7063613231552163,0.4705084745762712,0.5648016276703968,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,long,Random Forest,26,0.8930949877322117,0.7127937336814621,0.46271186440677964,0.5611510791366906,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,long,Naive (always 'not congested'),27,0.7631065044314256,0.0,0.0,0.0,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,long,Naive (persistence),27,0.8586951079064644,0.7022674295401569,0.7004861551469034,0.7013756613756614,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,long,Logistic Regression,27,0.8731660908317059,0.8167146974063401,0.5990276897061932,0.6911352274112913,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,long,Random Forest,27,0.8726152921736517,0.820017559262511,0.5922637920101459,0.6877761413843888,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,long,Naive (always 'not congested'),28,0.7907465825446898,0.0,0.0,0.0,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,long,Naive (persistence),28,0.8899404135997196,0.7377009839212862,0.7355826752811677,0.7366403067337647,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,long,Logistic Regression,28,0.895348254969706,0.8285624410191884,0.6302943287867911,0.7159554226692035,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,long,Random Forest,28,0.8952981823644284,0.8320610687022901,0.6259870782483847,0.71446128635805,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,long,Naive (always 'not congested'),29,0.7646351845360309,0.0,0.0,0.0,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,long,Naive (persistence),29,0.893885522559968,0.7746329006171526,0.774468085106383,0.7745504840940526,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,long,Logistic Regression,29,0.9021984075316741,0.861923583662714,0.6959574468085107,0.7701000588581518,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,long,Random Forest,29,0.9012970103660674,0.8643524699599466,0.6887234042553192,0.7666074600355239,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,long,Naive (always 'not congested'),ALL_MEAN,0.800694626903186,0.0,0.0,0.0,,0.19930537309681393,0.03605009724889358,0.0,0.0,0.0,5.0
history_only,2.0,0.9,long,Naive (persistence),ALL_MEAN,0.8847897998857338,0.703047416960705,0.7022760933783513,0.7026612195398265,,0.19930537309681393,0.013841229676678167,0.05610202352276037,0.05580435536190009,0.055951080890182005,5.0
history_only,2.0,0.9,long,Logistic Regression,ALL_MEAN,0.8947044645905301,0.8051415588462627,0.5992413952188935,0.686481413458446,,0.19930537309681393,0.01228907605626788,0.05237034894453763,0.07333740748595265,0.06738530153610837,5.0
history_only,2.0,0.9,long,Random Forest,ALL_MEAN,0.8944340539664306,0.8093913580738192,0.5926442017440182,0.683564229803326,,0.19930537309681393,0.012359661723459332,0.051084679522420316,0.07379201969842213,0.06763383999291196,5.0
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),25,0.8326489734601903,0.0,0.0,0.0,19970.0,0.1673510265398097,,,,,
history_only,2.0,0.9,extra_long,Naive (persistence),25,0.9083625438157236,0.7262118491921006,0.7262118491921006,0.7262118491921006,19970.0,0.1673510265398097,,,,,
history_only,2.0,0.9,extra_long,Logistic Regression,25,0.9176264396594892,0.8381825428457553,0.6292639138240574,0.7188514783797642,19970.0,0.1673510265398097,,,,,
history_only,2.0,0.9,extra_long,Random Forest,25,0.9175262894341513,0.8322226577812623,0.6352483542788749,0.7205158662820296,19970.0,0.1673510265398097,,,,,
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),26,0.8522858144309249,0.0,0.0,0.0,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,extra_long,Naive (persistence),26,0.8984527564969206,0.656271186440678,0.656271186440678,0.656271186440678,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,extra_long,Logistic Regression,26,0.9043613239196835,0.7589641434262948,0.5166101694915254,0.6147640177490924,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,extra_long,Random Forest,26,0.9043112513144059,0.7547817557626287,0.5216949152542373,0.6169573060733614,19971.0,0.14771418556907515,,,,,
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),27,0.7631065044314256,0.0,0.0,0.0,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,extra_long,Naive (persistence),27,0.8783235691753042,0.743801652892562,0.7419150285351934,0.7428571428571429,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,extra_long,Logistic Regression,27,0.8872364929147264,0.8512326438084443,0.6349608962164447,0.7273607748184019,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,extra_long,Random Forest,27,0.8870362024936157,0.8451882845188284,0.6404565630944832,0.7287157287157288,19971.0,0.23689349556857442,,,,,
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),28,0.7907465825446898,0.0,0.0,0.0,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,extra_long,Naive (persistence),28,0.9047619047619048,0.7732181425485961,0.7709978463747308,0.7721063982746226,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,extra_long,Logistic Regression,28,0.9092684392368935,0.8662952646239555,0.6697774587221823,0.7554655870445344,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,extra_long,Random Forest,28,0.9098693105002253,0.8634280476626948,0.6762383345297918,0.7584541062801933,19971.0,0.2092534174553102,,,,,
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),29,0.7646351845360309,0.0,0.0,0.0,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,extra_long,Naive (persistence),29,0.9093094296159047,0.8074058310278782,0.8072340425531915,0.8073199276518779,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,extra_long,Logistic Regression,29,0.9139666483048725,0.88828125,0.7257446808510638,0.7988290398126464,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,extra_long,Random Forest,29,0.9138164154439381,0.8851823118696664,0.7282978723404255,0.7991128749854092,19969.0,0.23536481546396915,,,,,
history_only,2.0,0.9,extra_long,Naive (always 'not congested'),ALL_MEAN,0.8006846118806523,0.0,0.0,0.0,,0.19931538811934774,0.03604121061852646,0.0,0.0,0.0,5.0
history_only,2.0,0.9,extra_long,Naive (persistence),ALL_MEAN,0.8998420407731516,0.741381732420363,0.7405259906191788,0.7409533008832844,,0.19931538811934774,0.011414115962033521,0.050700147960334244,0.050367041374895456,0.05053125793884735,5.0
history_only,2.0,0.9,extra_long,Logistic Regression,ALL_MEAN,0.9064918688071331,0.8405911689408901,0.6352714238210547,0.7230541795608879,,0.19931538811934774,0.010610080699341532,0.04408414256326643,0.06854597955391756,0.060918465815217676,5.0
history_only,2.0,0.9,extra_long,Random Forest,ALL_MEAN,0.9065118938372674,0.8361606115190161,0.6403872078995626,0.7247511764673444,,0.19931538811934774,0.010677926519154338,0.04442108666561339,0.068011559551553,0.06052887526771363,5.0
history_only,2.0,0.95,short,Naive (always 'not congested'),25,0.8205397826848931,0.0,0.0,0.0,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,short,Naive (persistence),25,0.9749636973611737,0.9302455357142857,0.9302455357142857,0.9302455357142857,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,short,Logistic Regression,25,0.9750137699664514,0.9314685314685315,0.9291294642857143,0.9302975275876519,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,short,Random Forest,25,0.9749636973611737,0.935347261434218,0.9243861607142857,0.9298344092057255,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,short,Naive (always 'not congested'),26,0.8166341194732362,0.0,0.0,0.0,19971.0,0.1833658805267638,,,,,
history_only,2.0,0.95,short,Naive (persistence),26,0.9579890841720494,0.8859721082854799,0.8847624249044238,0.8853668533952725,19971.0,0.1833658805267638,,,,,
history_only,2.0,0.95,short,Logistic Regression,26,0.9577887937509388,0.8864820400329038,0.8828509011469142,0.8846627445614995,19971.0,0.1833658805267638,,,,,
history_only,2.0,0.95,short,Random Forest,26,0.95733814030344,0.8924581005586593,0.8724740578918624,0.8823529411764706,19971.0,0.1833658805267638,,,,,
history_only,2.0,0.95,short,Naive (always 'not congested'),27,0.8638525862500626,0.0,0.0,0.0,19971.0,0.1361474137499374,,,,,
history_only,2.0,0.95,short,Naive (persistence),27,0.9705072354914627,0.8909691629955947,0.8926075763148216,0.8917876171229102,19971.0,0.1361474137499374,,,,,
history_only,2.0,0.95,short,Logistic Regression,27,0.9707075259125733,0.8934365781710915,0.8911364472232438,0.8922850303811453,19971.0,0.1361474137499374,,,,,
history_only,2.0,0.95,short,Random Forest,27,0.9713083971759051,0.9012715033657442,0.8863552776756161,0.8937511589096978,19971.0,0.1361474137499374,,,,,
history_only,2.0,0.95,short,Naive (always 'not congested'),28,0.8607480847228481,0.0,0.0,0.0,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,short,Naive (persistence),28,0.9768664563617245,0.9169363538295577,0.9169363538295577,0.9169363538295577,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,short,Logistic Regression,28,0.9769165289670022,0.9178674351585014,0.9162171880618483,0.9170415691920101,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,short,Random Forest,28,0.9768163837564469,0.9236111111111112,0.9086659475008989,0.9160775783940548,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,short,Naive (always 'not congested'),29,0.8185277916875313,0.0,0.0,0.0,19970.0,0.1814722083124687,,,,,
history_only,2.0,0.95,short,Naive (persistence),29,0.9763144717075614,0.9346206896551724,0.934878587196468,0.9347496206373292,19970.0,0.1814722083124687,,,,,
history_only,2.0,0.95,short,Logistic Regression,29,0.9767651477215824,0.9369469026548672,0.934878587196468,0.9359116022099447,19970.0,0.1814722083124687,,,,,
history_only,2.0,0.95,short,Random Forest,29,0.9761141712568854,0.9396479463537301,0.9279801324503312,0.9337775926697209,19970.0,0.1814722083124687,,,,,
history_only,2.0,0.95,short,Naive (always 'not congested'),ALL_MEAN,0.8360604729637142,0.0,0.0,0.0,,0.16393952703628573,0.02148278233698448,0.0,0.0,0.0,5.0
history_only,2.0,0.95,short,Naive (persistence),ALL_MEAN,0.9713281890187944,0.9117487700960181,0.9118860955919115,0.9118171961398712,,0.16393952703628573,0.007033605390240014,0.01994188773909262,0.019992916931453324,0.019962516049620842,5.0
history_only,2.0,0.95,short,Logistic Regression,ALL_MEAN,0.9714383532637096,0.9132402974971792,0.9108425175828379,0.9120396947864503,,0.16393952703628573,0.007183499653242208,0.020119014321902665,0.020556711530087708,0.02033705652048583,5.0
history_only,2.0,0.95,short,Random Forest,ALL_MEAN,0.9713081579707703,0.9184671845646925,0.9039723152465988,0.911158736071134,,0.16393952703628573,0.007238268811391818,0.01861282110873443,0.021529657621837183,0.020086741959810563,5.0
history_only,2.0,0.95,medium,Naive (always 'not congested'),25,0.8205397826848931,0.0,0.0,0.0,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,medium,Naive (persistence),25,0.964248159831756,0.900390625,0.900390625,0.900390625,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,medium,Logistic Regression,25,0.9646487406739772,0.920268691588785,0.8791852678571429,0.89925799086758,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,medium,Random Forest,25,0.9638976515948124,0.9131313131313131,0.8828125,0.8977159880834161,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,medium,Naive (always 'not congested'),26,0.8163837564468479,0.0,0.0,0.0,19971.0,0.18361624355315206,,,,,
history_only,2.0,0.95,medium,Naive (persistence),26,0.9424165039306995,0.8441345365053322,0.8418325606763022,0.842981977061715,19971.0,0.18361624355315206,,,,,
history_only,2.0,0.95,medium,Logistic Regression,26,0.941915777877923,0.8696549690356827,0.8041996182165257,0.8356474922074242,19971.0,0.18361624355315206,,,,,
history_only,2.0,0.95,medium,Random Forest,26,0.9418657052726453,0.8621387283236994,0.8134715025906736,0.8370983583555494,19971.0,0.18361624355315206,,,,,
history_only,2.0,0.95,medium,Naive (always 'not congested'),27,0.8641029492764508,0.0,0.0,0.0,19971.0,0.13589705072354916,,,,,
history_only,2.0,0.95,medium,Naive (persistence),27,0.959641480146212,0.8502202643171806,0.8533529845246868,0.8517837440235381,19971.0,0.13589705072354916,,,,,
history_only,2.0,0.95,medium,Logistic Regression,27,0.9612938761203745,0.8771861640108822,0.8316138540899042,0.8537923207868356,19971.0,0.13589705072354916,,,,,
history_only,2.0,0.95,medium,Random Forest,27,0.9605427870412098,0.8706697459584296,0.8334561532792926,0.8516566265060241,19971.0,0.13589705072354916,,,,,
history_only,2.0,0.95,medium,Naive (always 'not congested'),28,0.8607480847228481,0.0,0.0,0.0,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,medium,Naive (persistence),28,0.9661509188323069,0.8784609852571018,0.8784609852571018,0.8784609852571018,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,medium,Logistic Regression,28,0.9665014270692505,0.8990929705215419,0.8554476806903991,0.8767274737423991,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,medium,Random Forest,28,0.9663011366481398,0.8935772964899178,0.8604818410643653,0.876717347499542,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,medium,Naive (always 'not congested'),29,0.8186279419128693,0.0,0.0,0.0,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,medium,Naive (persistence),29,0.9674011016524787,0.9097931034482759,0.9105466593042518,0.9101697254036153,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,medium,Logistic Regression,29,0.9684026039058587,0.9293712316968131,0.8937051352843732,0.9111893033075299,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,medium,Random Forest,29,0.9684526790185278,0.9259681093394078,0.8978464936499172,0.911690496215307,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,medium,Naive (always 'not congested'),ALL_MEAN,0.8360805030087818,0.0,0.0,0.0,,0.16391949699121816,0.021576907955318705,0.0,0.0,0.0,5.0
history_only,2.0,0.95,medium,Naive (persistence),ALL_MEAN,0.9599716328786906,0.8765999029055781,0.8769167629524685,0.876757411349194,,0.16391949699121816,0.00916472385994149,0.02615773688650304,0.0263458902059995,0.026238436321534008,5.0
history_only,2.0,0.95,medium,Logistic Regression,ALL_MEAN,0.9605524851294769,0.8991148053707411,0.8528303112276691,0.8753229161823537,,0.16391949699121816,0.009609059290830236,0.02328813423908987,0.03220952641606231,0.027924770771541742,5.0
history_only,2.0,0.95,medium,Random Forest,ALL_MEAN,0.960211991915067,0.8930970386485535,0.8576136981168497,0.8749757633319678,,0.16391949699121816,0.009542183751885452,0.02426318415042154,0.0309645090229734,0.027736627400997277,5.0
history_only,2.0,0.95,long,Naive (always 'not congested'),25,0.8205397826848931,0.0,0.0,0.0,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,long,Naive (persistence),25,0.9502278303540134,0.861328125,0.861328125,0.861328125,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,long,Logistic Regression,25,0.9506284111962345,0.889622075584883,0.8275669642857143,0.8574732581671003,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,long,Random Forest,25,0.9503279755645686,0.8903614457831325,0.8247767857142857,0.8563151796060255,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,long,Naive (always 'not congested'),26,0.8158830303940714,0.0,0.0,0.0,19971.0,0.1841169696059286,,,,,
history_only,2.0,0.95,long,Naive (persistence),26,0.9187822342396474,0.7809680065627563,0.7767201522980691,0.7788382874284155,19971.0,0.1841169696059286,,,,,
history_only,2.0,0.95,long,Logistic Regression,26,0.9221871713985279,0.8283328178162698,0.7283111231982594,0.7751085383502171,19971.0,0.1841169696059286,,,,,
history_only,2.0,0.95,long,Random Forest,26,0.9215362275299184,0.8288653366583542,0.7231438672831112,0.772403776325345,19971.0,0.1841169696059286,,,,,
history_only,2.0,0.95,long,Naive (always 'not congested'),27,0.8646036753292273,0.0,0.0,0.0,19971.0,0.13539632467077262,,,,,
history_only,2.0,0.95,long,Naive (persistence),27,0.9435181012468079,0.78928046989721,0.7951183431952663,0.7921886514369934,19971.0,0.13539632467077262,,,,,
history_only,2.0,0.95,long,Logistic Regression,27,0.9463722397476341,0.8280433909200482,0.7622041420118343,0.7937608318890814,19971.0,0.13539632467077262,,,,,
history_only,2.0,0.95,long,Random Forest,27,0.9460718041159681,0.8302882663418595,0.7562869822485208,0.7915618347203406,19971.0,0.13539632467077262,,,,,
history_only,2.0,0.95,long,Naive (always 'not congested'),28,0.8607480847228481,0.0,0.0,0.0,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,long,Naive (persistence),28,0.9503279755645686,0.8216468896080547,0.8216468896080547,0.8216468896080547,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,long,Logistic Regression,28,0.951129137249011,0.8543384373773066,0.7824523552678893,0.8168168168168168,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,long,Random Forest,28,0.9510289920384558,0.8559020923805764,0.7795756921970515,0.8159578471960858,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,long,Naive (always 'not congested'),29,0.8186279419128693,0.0,0.0,0.0,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,long,Naive (persistence),29,0.9552829243865799,0.8764137931034482,0.8771397018221977,0.8767765972126397,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,long,Logistic Regression,29,0.9569854782173259,0.905488699735838,0.8517393705135284,0.8777920045525679,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,long,Random Forest,29,0.956835252879319,0.9063604240282686,0.8498067366096079,0.8771729837560559,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,long,Naive (always 'not congested'),ALL_MEAN,0.8360805030087818,0.0,0.0,0.0,,0.16391949699121816,0.021799562949086082,0.0,0.0,0.0,5.0
history_only,2.0,0.95,long,Naive (persistence),ALL_MEAN,0.9436278131583234,0.8259274568342938,0.8263906423847175,0.8261557101372207,,0.16391949699121816,0.012973888002477741,0.03790713529805326,0.038114858514050776,0.0379805266069191,5.0
history_only,2.0,0.95,long,Logistic Regression,ALL_MEAN,0.9454604875617466,0.8611650842868691,0.7904547910554452,0.8241902899551568,,0.16391949699121816,0.012117301439360337,0.03161009535358381,0.04440064568424896,0.038393327924798125,5.0
history_only,2.0,0.95,long,Random Forest,ALL_MEAN,0.945160050425646,0.8623555130384382,0.7867180128105156,0.8226823243207706,,0.16391949699121816,0.012299419345894768,0.03134425409219026,0.04571080749645335,0.03909485074643552,5.0
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),25,0.8205397826848931,0.0,0.0,0.0,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,extra_long,Naive (persistence),25,0.9569375594612187,0.8800223214285714,0.8800223214285714,0.8800223214285714,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,extra_long,Logistic Regression,25,0.9557858895398328,0.9047048246928379,0.8423549107142857,0.8724172807397775,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,extra_long,Random Forest,25,0.9554353813028892,0.8964096527369041,0.8498883928571429,0.8725293612145517,19971.0,0.17946021731510692,,,,,
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),26,0.8161333934204597,0.0,0.0,0.0,19971.0,0.18386660657954032,,,,,
history_only,2.0,0.95,extra_long,Naive (persistence),26,0.928646537479345,0.8072190319934373,0.803921568627451,0.8055669259107655,19971.0,0.18386660657954032,,,,,
history_only,2.0,0.95,extra_long,Logistic Regression,26,0.931250312953783,0.8546744831842024,0.7543572984749455,0.8013886879791697,19971.0,0.18386660657954032,,,,,
history_only,2.0,0.95,extra_long,Random Forest,26,0.9296479895848981,0.8370502527505204,0.7666122004357299,0.8002842928216063,19971.0,0.18386660657954032,,,,,
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),27,0.8643533123028391,0.0,0.0,0.0,19971.0,0.13564668769716087,,,,,
history_only,2.0,0.95,extra_long,Naive (persistence),27,0.9507786290120674,0.816813509544787,0.8213362864525655,0.8190686545186822,19971.0,0.13564668769716087,,,,,
history_only,2.0,0.95,extra_long,Logistic Regression,27,0.952881678433729,0.8547351524879615,0.7862679955703211,0.8190732551432417,19971.0,0.13564668769716087,,,,,
history_only,2.0,0.95,extra_long,Random Forest,27,0.9515797906965099,0.8421052631578947,0.7914359542266519,0.8159847764034253,19971.0,0.13564668769716087,,,,,
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),28,0.8607480847228481,0.0,0.0,0.0,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,extra_long,Naive (persistence),28,0.9585398828301036,0.8511326860841424,0.8511326860841424,0.8511326860841424,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,extra_long,Logistic Regression,28,0.9579890841720494,0.8790007806401249,0.8097806544408486,0.8429721130451058,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,extra_long,Random Forest,28,0.9575384307245506,0.869316010699274,0.8180510607695074,0.8429047795479807,19971.0,0.13925191527715186,,,,,
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),29,0.8186279419128693,0.0,0.0,0.0,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,extra_long,Naive (persistence),29,0.9608913370055082,0.8918620689655172,0.8926007730535616,0.8922312681109424,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,extra_long,Logistic Regression,29,0.9627941912869304,0.9217697040726633,0.8685808945334069,0.8943852167732764,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,extra_long,Random Forest,29,0.9624937406109164,0.9143351600807614,0.8752070679182772,0.8943433488503315,19970.0,0.1813720580871307,,,,,
history_only,2.0,0.95,extra_long,Naive (always 'not congested'),ALL_MEAN,0.8360805030087818,0.0,0.0,0.0,,0.16391949699121816,0.021687943152446206,0.0,0.0,0.0,5.0
history_only,2.0,0.95,extra_long,Naive (persistence),ALL_MEAN,0.9511587891576486,0.849409923603291,0.8498027271292583,0.8496043712106207,,0.16391949699121816,0.011743451068552442,0.03342115797318252,0.03365140221638069,0.033515269247294095,5.0
history_only,2.0,0.95,extra_long,Logistic Regression,ALL_MEAN,0.9521402312772649,0.882976989015558,0.8122683507467615,0.8460473107361143,,0.16391949699121816,0.010935677388140014,0.026800809631617142,0.04027952521031696,0.03395107533073104,5.0
history_only,2.0,0.95,extra_long,Random Forest,ALL_MEAN,0.9513390665839528,0.8718432678850709,0.8202389352414619,0.8452093117675791,,0.16391949699121816,0.01140350325250452,0.03003450689872682,0.039014897520944176,0.03475105858857304,5.0
history_only,0.5,0.3,short,Naive (always 'not congested'),25,0.8712474260322965,0.0,0.0,0.0,18454.0,0.12875257396770348,,,,,
history_only,0.5,0.3,short,Naive (persistence),25,0.8527148585672483,0.4245366284201236,0.4048821548821549,0.4144765187419216,18454.0,0.12875257396770348,,,,,
history_only,0.5,0.3,short,Logistic Regression,25,0.8774249485206459,0.6135458167330677,0.12962962962962962,0.21403752605976373,18454.0,0.12875257396770348,,,,,
history_only,0.5,0.3,short,Random Forest,25,0.8765037390267693,0.6,0.12247474747474747,0.2034253757427473,18454.0,0.12875257396770348,,,,,
history_only,0.5,0.3,short,Naive (always 'not congested'),26,0.8714536093767116,0.0,0.0,0.0,18258.0,0.12854639062328843,,,,,
history_only,0.5,0.3,short,Naive (persistence),26,0.846752108664695,0.3973600364132909,0.37196420962931404,0.3842429577464789,18258.0,0.12854639062328843,,,,,
history_only,0.5,0.3,short,Logistic Regression,26,0.876711578486143,0.5930232558139535,0.1303792074989348,0.2137617883339155,18258.0,0.12854639062328843,,,,,
history_only,0.5,0.3,short,Random Forest,26,0.8767663489976997,0.5968063872255489,0.1273966766084363,0.20997191011235955,18258.0,0.12854639062328843,,,,,
history_only,0.5,0.3,short,Naive (always 'not congested'),27,0.8536851286524204,0.0,0.0,0.0,18344.0,0.1463148713475796,,,,,
history_only,0.5,0.3,short,Naive (persistence),27,0.8394570431748801,0.448642266824085,0.4247391952309985,0.43636363636363634,18344.0,0.1463148713475796,,,,,
history_only,0.5,0.3,short,Logistic Regression,27,0.8631160052333188,0.6499133448873483,0.13971684053651268,0.22999080036798528,18344.0,0.1463148713475796,,,,,
history_only,0.5,0.3,short,Random Forest,27,0.8642607937200174,0.6695804195804196,0.14269746646795828,0.23525798525798525,18344.0,0.1463148713475796,,,,,
history_only,0.5,0.3,short,Naive (always 'not congested'),28,0.8595018949648078,0.0,0.0,0.0,18470.0,0.1404981050351922,,,,,
history_only,0.5,0.3,short,Naive (persistence),28,0.8353004872766648,0.4087382605144957,0.3857418111753372,0.39690721649484534,18470.0,0.1404981050351922,,,,,
history_only,0.5,0.3,short,Logistic Regression,28,0.8678938819707634,0.6459510357815442,0.13217726396917148,0.21944977607165708,18470.0,0.1404981050351922,,,,,
history_only,0.5,0.3,short,Random Forest,28,0.8679480238224148,0.6494252873563219,0.130635838150289,0.21751684311838307,18470.0,0.1404981050351922,,,,,
history_only,0.5,0.3,short,Naive (always 'not congested'),29,0.8672854583943983,0.0,0.0,0.0,18423.0,0.1327145416056017,,,,,
history_only,0.5,0.3,short,Naive (persistence),29,0.8425880692612495,0.4020662935858803,0.3820040899795501,0.39177852348993286,18423.0,0.1327145416056017,,,,,
history_only,0.5,0.3,short,Logistic Regression,29,0.8735819356239484,0.6094339622641509,0.13210633946830266,0.21714285714285714,18423.0,0.1327145416056017,,,,,
history_only,0.5,0.3,short,Random Forest,29,0.8740704554089996,0.6213592233009708,0.130879345603272,0.21621621621621623,18423.0,0.1327145416056017,,,,,
history_only,0.5,0.3,short,Naive (always 'not congested'),ALL_MEAN,0.864634703484127,0.0,0.0,0.0,,0.1353652965158731,0.006978409431331187,0.0,0.0,0.0,5.0
history_only,0.5,0.3,short,Naive (persistence),ALL_MEAN,0.8433625133889475,0.41626869715157505,0.39386629217947094,0.404753770567363,,0.1353652965158731,0.005996739827647621,0.01861375778667893,0.018766489424320302,0.018677978144493804,5.0
history_only,0.5,0.3,short,Logistic Regression,ALL_MEAN,0.871745669966964,0.6223734830960129,0.13280185622051024,0.21887654959523575,,0.1353652965158731,0.005469802703150834,0.022005179901137217,0.003595083183895322,0.005940332985438157,5.0
history_only,0.5,0.3,short,Random Forest,ALL_MEAN,0.8719098721951802,0.6274342634926523,0.1308168148609406,0.21647766608953828,,0.1353652965158731,0.00497115164265998,0.028240096794787173,0.006670441952568012,0.010644583384367894,5.0
history_only,0.5,0.3,medium,Naive (always 'not congested'),25,0.8675083992630324,0.0,0.0,0.0,18454.0,0.13249160073696759,,,,,
