dataset,weibull_shape,rho,horizon,model,test_run_id,MAE,RMSE,n_test,MAE_std,relative_improvement_over_persistence,n_test_runs
history_only,2.0,0.95,extra_long,Linear Regression,ALL_MEAN,2.9632319500985447,,,0.05620304878496734,0.0064718138773057765,5.0
history_only,2.0,0.95,extra_long,Decision Tree,ALL_MEAN,2.91483813249319,,,0.06073143875987015,0.022697550719607884,5.0
history_only,2.0,0.95,extra_long,Random Forest,ALL_MEAN,2.912953071702567,,,0.060916241069432664,0.023329583938599185,5.0
history_only,2.0,0.95,extra_long,Naive (persistence),ALL_MEAN,2.9825343573419314,,,0.06283084057119542,0.0,5.0
history_only,0.5,0.3,short,Naive (persistence),25,0.3163541779559987,0.8828041865666812,18454.0,,,
history_only,0.5,0.3,short,Linear Regression,25,0.3764540206980705,0.7783126276429607,18454.0,,,
history_only,0.5,0.3,short,Decision Tree,25,0.3805398146963878,0.7812612955662713,18454.0,,,
history_only,0.5,0.3,short,Random Forest,25,0.38078559346342633,0.7788114802131073,18454.0,,,
history_only,0.5,0.3,short,Naive (persistence),26,0.3329499397524373,0.9227768653201689,18258.0,,,
history_only,0.5,0.3,short,Linear Regression,26,0.3891643937696648,0.8030259967758638,18258.0,,,
history_only,0.5,0.3,short,Decision Tree,26,0.39254497961993895,0.8027393588772602,18258.0,,,
history_only,0.5,0.3,short,Random Forest,26,0.39280153605424145,0.8014673688412587,18258.0,,,
history_only,0.5,0.3,short,Naive (persistence),27,0.34076537287396425,0.8894092670468223,18344.0,,,
history_only,0.5,0.3,short,Linear Regression,27,0.4028967088541983,0.8032671894462704,18344.0,,,
history_only,0.5,0.3,short,Decision Tree,27,0.40761614467177,0.8028058694655142,18344.0,,,
history_only,0.5,0.3,short,Random Forest,27,0.40725334275642516,0.8015421399868684,18344.0,,,
history_only,0.5,0.3,short,Naive (persistence),28,0.3381158635625338,0.8908182304227346,18470.0,,,
history_only,0.5,0.3,short,Linear Regression,28,0.3964429702555434,0.7866082805117934,18470.0,,,
history_only,0.5,0.3,short,Decision Tree,28,0.4007958730444567,0.7846740282086756,18470.0,,,
history_only,0.5,0.3,short,Random Forest,28,0.401003577054007,0.7837519514233501,18470.0,,,
history_only,0.5,0.3,short,Naive (persistence),29,0.32790533572165226,0.8835773290935466,18423.0,,,
history_only,0.5,0.3,short,Linear Regression,29,0.389762498481782,0.7828333105076383,18423.0,,,
history_only,0.5,0.3,short,Decision Tree,29,0.3933081232829657,0.7831079931348854,18423.0,,,
history_only,0.5,0.3,short,Random Forest,29,0.3931585955193814,0.7819330159046656,18423.0,,,
history_only,0.5,0.3,short,Linear Regression,ALL_MEAN,0.3909441184118518,,,0.008804866462331161,-0.18032219130265736,5.0
history_only,0.5,0.3,short,Decision Tree,ALL_MEAN,0.3949609870631039,,,0.009063533213788354,-0.1924497537478509,5.0
history_only,0.5,0.3,short,Random Forest,ALL_MEAN,0.3950005289694963,,,0.008904613547143118,-0.19256913702388267,5.0
history_only,0.5,0.3,short,Naive (persistence),ALL_MEAN,0.3312181379733173,,,0.00864452909196921,0.0,5.0
history_only,0.5,0.3,medium,Naive (persistence),25,0.4180123550449767,1.1113374767908362,18454.0,,,
history_only,0.5,0.3,medium,Linear Regression,25,0.4786669964403108,0.926387174528305,18454.0,,,
history_only,0.5,0.3,medium,Decision Tree,25,0.4806927697754562,0.9339784812557687,18454.0,,,
history_only,0.5,0.3,medium,Random Forest,25,0.48077783879168073,0.9295727678112917,18454.0,,,
history_only,0.5,0.3,medium,Naive (persistence),26,0.4435863730967247,1.1897663094825626,18258.0,,,
history_only,0.5,0.3,medium,Linear Regression,26,0.49596754235342067,0.9743222915746732,18258.0,,,
history_only,0.5,0.3,medium,Decision Tree,26,0.49697664705293787,0.9809149934234063,18258.0,,,
history_only,0.5,0.3,medium,Random Forest,26,0.4967125525794328,0.9734878207259838,18258.0,,,
history_only,0.5,0.3,medium,Naive (persistence),27,0.4573702573048408,1.135643430339039,18344.0,,,
history_only,0.5,0.3,medium,Linear Regression,27,0.5185159053607094,0.9869026212330841,18344.0,,,
history_only,0.5,0.3,medium,Decision Tree,27,0.5192376599892307,0.9884434523803263,18344.0,,,
history_only,0.5,0.3,medium,Random Forest,27,0.5191685547966595,0.986636644956184,18344.0,,,
history_only,0.5,0.3,medium,Naive (persistence),28,0.4478613968597726,1.1377272912609213,18470.0,,,
history_only,0.5,0.3,medium,Linear Regression,28,0.5001780641145532,0.9372168689499116,18470.0,,,
history_only,0.5,0.3,medium,Decision Tree,28,0.5027238931168859,0.9428461884759833,18470.0,,,
history_only,0.5,0.3,medium,Random Forest,28,0.5026602814882535,0.9415012236661409,18470.0,,,
history_only,0.5,0.3,medium,Naive (persistence),29,0.4396135265700483,1.1363390127258701,18423.0,,,
history_only,0.5,0.3,medium,Linear Regression,29,0.5040779008980967,0.9715848732418222,18423.0,,,
history_only,0.5,0.3,medium,Decision Tree,29,0.5054226537157829,0.9774937528158824,18423.0,,,
history_only,0.5,0.3,medium,Random Forest,29,0.5057966578705765,0.9771229890629404,18423.0,,,
history_only,0.5,0.3,medium,Linear Regression,ALL_MEAN,0.4994812818334181,,,0.012880311694658577,-0.13186942986413852,5.0
history_only,0.5,0.3,medium,Decision Tree,ALL_MEAN,0.5010107247300587,,,0.01251969894590955,-0.13533528478682144,5.0
history_only,0.5,0.3,medium,Random Forest,ALL_MEAN,0.5010231771053206,,,0.012515399859174646,-0.13536350298718425,5.0
history_only,0.5,0.3,medium,Naive (persistence),ALL_MEAN,0.44128878177527264,,,0.013051364461013076,0.0,5.0
history_only,0.5,0.3,long,Naive (persistence),25,0.5100249268451285,1.322168857073622,18454.0,,,
history_only,0.5,0.3,long,Linear Regression,25,0.5499036621246589,1.0180448016710042,18454.0,,,
history_only,0.5,0.3,long,Decision Tree,25,0.5525215649638471,1.0334999275554917,18454.0,,,
history_only,0.5,0.3,long,Random Forest,25,0.5503100958469729,1.0193752070037978,18454.0,,,
history_only,0.5,0.3,long,Naive (persistence),26,0.5332457005148428,1.421475892284239,18258.0,,,
history_only,0.5,0.3,long,Linear Regression,26,0.5744887009870766,1.093242005244667,18258.0,,,
history_only,0.5,0.3,long,Decision Tree,26,0.5766302668328264,1.1011208301066453,18258.0,,,
history_only,0.5,0.3,long,Random Forest,26,0.5758806850165615,1.0966602858362942,18258.0,,,
history_only,0.5,0.3,long,Naive (persistence),27,0.5749018752725686,1.4188700872404651,18344.0,,,
history_only,0.5,0.3,long,Linear Regression,27,0.6105641161749062,1.1586434021845575,18344.0,,,
history_only,0.5,0.3,long,Decision Tree,27,0.6103811852129578,1.1632225644635508,18344.0,,,
history_only,0.5,0.3,long,Random Forest,27,0.6099284108807146,1.1587914966603172,18344.0,,,
history_only,0.5,0.3,long,Naive (persistence),28,0.5345425013535463,1.3630795732893113,18470.0,,,
history_only,0.5,0.3,long,Linear Regression,28,0.574029383517414,1.0639239563490854,18470.0,,,
history_only,0.5,0.3,long,Decision Tree,28,0.5757527532047716,1.0689671786161186,18470.0,,,
history_only,0.5,0.3,long,Random Forest,28,0.5757866714137365,1.067647097312868,18470.0,,,
history_only,0.5,0.3,long,Naive (persistence),29,0.5358519242251534,1.3863424520456793,18423.0,,,
history_only,0.5,0.3,long,Linear Regression,29,0.6001200455329041,1.1782948549975232,18423.0,,,
history_only,0.5,0.3,long,Decision Tree,29,0.5999751527122552,1.1801521936618142,18423.0,,,
history_only,0.5,0.3,long,Random Forest,29,0.6010762874786675,1.1806598990158257,18423.0,,,
history_only,0.5,0.3,long,Linear Regression,ALL_MEAN,0.5818211816673919,,,0.021420598254809537,-0.08202845084925947,5.0
history_only,0.5,0.3,long,Decision Tree,ALL_MEAN,0.5830521845853316,,,0.020297303200676135,-0.08431777998037138,5.0
history_only,0.5,0.3,long,Random Forest,ALL_MEAN,0.5825964301273305,,,0.021082806867313963,-0.08347020119551996,5.0
history_only,0.5,0.3,long,Naive (persistence),ALL_MEAN,0.5377133856422479,,,0.02089552233241159,0.0,5.0
history_only,0.5,0.3,extra_long,Naive (persistence),25,0.47068386257721906,1.2436029003816493,18454.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,25,0.5259277995374584,0.9975562027255327,18454.0,,,
history_only,0.5,0.3,extra_long,Decision Tree,25,0.5273734700686508,1.0042751094120406,18454.0,,,
history_only,0.5,0.3,extra_long,Random Forest,25,0.5280903984203299,1.0020364209585482,18454.0,,,
history_only,0.5,0.3,extra_long,Naive (persistence),26,0.5032314601818381,1.3422040329692657,18258.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,26,0.5466887434851242,1.0507833939620161,18258.0,,,
history_only,0.5,0.3,extra_long,Decision Tree,26,0.5497873731632066,1.0698921364784724,18258.0,,,
history_only,0.5,0.3,extra_long,Random Forest,26,0.548234555256031,1.0569183368381758,18258.0,,,
history_only,0.5,0.3,extra_long,Naive (persistence),27,0.5300370693414741,1.3015849642269282,18344.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,27,0.5805390730673605,1.105632245429743,18344.0,,,
history_only,0.5,0.3,extra_long,Decision Tree,27,0.5788684925011827,1.1060779351081964,18344.0,,,
history_only,0.5,0.3,extra_long,Random Forest,27,0.578678494582312,1.1035475985883934,18344.0,,,
history_only,0.5,0.3,extra_long,Naive (persistence),28,0.499837574445046,1.2835218198560405,18470.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,28,0.5439726013840964,1.0094418009476378,18470.0,,,
history_only,0.5,0.3,extra_long,Decision Tree,28,0.5459057197768605,1.0140561739374194,18470.0,,,
history_only,0.5,0.3,extra_long,Random Forest,28,0.546395851851546,1.0137258247823169,18470.0,,,
history_only,0.5,0.3,extra_long,Naive (persistence),29,0.4980187808717364,1.279210084385472,18423.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,29,0.5645336568750045,1.0950240486810603,18423.0,,,
history_only,0.5,0.3,extra_long,Decision Tree,29,0.5657451890988856,1.1022729367364976,18423.0,,,
history_only,0.5,0.3,extra_long,Random Forest,29,0.5660885810895429,1.100112650021383,18423.0,,,
history_only,0.5,0.3,extra_long,Linear Regression,ALL_MEAN,0.5523323748698088,,,0.018673120211675734,-0.10386610375392769,5.0
history_only,0.5,0.3,extra_long,Decision Tree,ALL_MEAN,0.5535360489217572,,,0.017592900992256858,-0.10627171140317548,5.0
history_only,0.5,0.3,extra_long,Random Forest,ALL_MEAN,0.5534975762399524,,,0.017414193151627747,-0.10619482166920902,5.0
history_only,0.5,0.3,extra_long,Naive (persistence),ALL_MEAN,0.5003617494834627,,,0.01884357227690056,0.0,5.0
history_only,0.5,0.5,short,Naive (persistence),25,1.0039011017976698,1.8753810655349064,18969.0,,,
history_only,0.5,0.5,short,Linear Regression,25,1.1096889934926257,1.7923270056556226,18969.0,,,
history_only,0.5,0.5,short,Decision Tree,25,1.1285432751968212,1.7608754838879885,18969.0,,,
history_only,0.5,0.5,short,Random Forest,25,1.125689228401671,1.7532297226923295,18969.0,,,
history_only,0.5,0.5,short,Naive (persistence),26,0.9121755446679871,1.7473752113558552,19186.0,,,
history_only,0.5,0.5,short,Linear Regression,26,1.0054251077406893,1.622794297136096,19186.0,,,
history_only,0.5,0.5,short,Decision Tree,26,1.0336629837292433,1.608641508324531,19186.0,,,
history_only,0.5,0.5,short,Random Forest,26,1.0329513147039422,1.607428801998543,19186.0,,,
history_only,0.5,0.5,short,Naive (persistence),27,1.0300263852242744,1.9175209369223638,18950.0,,,
history_only,0.5,0.5,short,Linear Regression,27,1.1303230490724834,1.829138079620585,18950.0,,,
history_only,0.5,0.5,short,Decision Tree,27,1.1558586422836552,1.8147283264505187,18950.0,,,
history_only,0.5,0.5,short,Random Forest,27,1.1532336872152242,1.8057062861661115,18950.0,,,
history_only,0.5,0.5,short,Naive (persistence),28,0.9264467562339903,1.7413970823511922,19129.0,,,
history_only,0.5,0.5,short,Linear Regression,28,1.0148623885430117,1.614698524127896,19129.0,,,
history_only,0.5,0.5,short,Decision Tree,28,1.0406081784158152,1.598097919553195,19129.0,,,
history_only,0.5,0.5,short,Random Forest,28,1.040305206544769,1.5970602309325135,19129.0,,,
history_only,0.5,0.5,short,Naive (persistence),29,0.9380989787902593,1.7870530275214571,19095.0,,,
history_only,0.5,0.5,short,Linear Regression,29,1.0315016042524012,1.6702424255260946,19095.0,,,
history_only,0.5,0.5,short,Decision Tree,29,1.0566068813823783,1.6489245246332027,19095.0,,,
history_only,0.5,0.5,short,Random Forest,29,1.0568138518937629,1.6491084999705734,19095.0,,,
history_only,0.5,0.5,short,Linear Regression,ALL_MEAN,1.0583602286202425,,,0.05143707699241067,-0.10001818875579072,5.0
history_only,0.5,0.5,short,Decision Tree,ALL_MEAN,1.0830559922015826,,,0.049619271291561594,-0.125685998628146,5.0
history_only,0.5,0.5,short,Random Forest,ALL_MEAN,1.081798657751874,,,0.048500217661533805,-0.1243791744234688,5.0
history_only,0.5,0.5,short,Naive (persistence),ALL_MEAN,0.9621297533428363,,,0.046262242801610266,0.0,5.0
history_only,0.5,0.5,medium,Naive (persistence),25,1.4303337023564764,2.5824176280231677,18969.0,,,
history_only,0.5,0.5,medium,Linear Regression,25,1.528074945183629,2.407120201272638,18969.0,,,
history_only,0.5,0.5,medium,Decision Tree,25,1.5267788322759557,2.363557154488984,18969.0,,,
history_only,0.5,0.5,medium,Random Forest,25,1.5261221790479058,2.358163842343449,18969.0,,,
history_only,0.5,0.5,medium,Naive (persistence),26,1.244240592098405,2.32356121604211,19186.0,,,
history_only,0.5,0.5,medium,Linear Regression,26,1.3338565673192597,2.0620322116626792,19186.0,,,
history_only,0.5,0.5,medium,Decision Tree,26,1.3487982911686054,2.0507271854911973,19186.0,,,
history_only,0.5,0.5,medium,Random Forest,26,1.3476909247443303,2.0474590828701573,19186.0,,,
history_only,0.5,0.5,medium,Naive (persistence),27,1.4548284960422164,2.6475358185094,18950.0,,,
history_only,0.5,0.5,medium,Linear Regression,27,1.5363609247203394,2.4438199131855987,18950.0,,,
history_only,0.5,0.5,medium,Decision Tree,27,1.5284491183459918,2.371430366738926,18950.0,,,
history_only,0.5,0.5,medium,Random Forest,27,1.5280801580227903,2.370064568600381,18950.0,,,
history_only,0.5,0.5,medium,Naive (persistence),28,1.2688588007736943,2.3089332093447656,19129.0,,,
history_only,0.5,0.5,medium,Linear Regression,28,1.341844738224707,2.0319166520117826,19129.0,,,
history_only,0.5,0.5,medium,Decision Tree,28,1.352625865653634,2.0199368424977,19129.0,,,
history_only,0.5,0.5,medium,Random Forest,28,1.35119613160716,2.016823326318594,19129.0,,,
history_only,0.5,0.5,medium,Naive (persistence),29,1.3029065200314218,2.425069814054318,19095.0,,,
history_only,0.5,0.5,medium,Linear Regression,29,1.385413730452065,2.1530162881337915,19095.0,,,
history_only,0.5,0.5,medium,Decision Tree,29,1.394752235349123,2.1383811402829194,19095.0,,,
history_only,0.5,0.5,medium,Random Forest,29,1.3927140675592335,2.126250859681885,19095.0,,,
history_only,0.5,0.5,medium,Linear Regression,ALL_MEAN,1.42511018118,,,0.08923523384648353,-0.06332967440139581,5.0
history_only,0.5,0.5,medium,Decision Tree,ALL_MEAN,1.4302808685586619,,,0.08109359523407028,-0.06718772369428039,5.0
history_only,0.5,0.5,medium,Random Forest,ALL_MEAN,1.429160692196284,,,0.08152391405697258,-0.06635191690375342,5.0
history_only,0.5,0.5,medium,Naive (persistence),ALL_MEAN,1.3402336222604427,,,0.08596784174695,0.0,5.0
history_only,0.5,0.5,long,Naive (persistence),25,1.8785386683536296,3.35913363785732,18969.0,,,
history_only,0.5,0.5,long,Linear Regression,25,1.8685416410073883,2.977068406120076,18969.0,,,
history_only,0.5,0.5,long,Decision Tree,25,1.8461270375002312,2.9246258844841226,18969.0,,,
history_only,0.5,0.5,long,Random Forest,25,1.844692029783677,2.9176361878364667,18969.0,,,
history_only,0.5,0.5,long,Naive (persistence),26,1.570885020327322,2.965637667648225,19186.0,,,
history_only,0.5,0.5,long,Linear Regression,26,1.5993991135409715,2.470589972495381,19186.0,,,
history_only,0.5,0.5,long,Decision Tree,26,1.5983002419420185,2.4701450987967184,19186.0,,,
history_only,0.5,0.5,long,Random Forest,26,1.5979136825945843,2.46714250629977,19186.0,,,
history_only,0.5,0.5,long,Naive (persistence),27,1.9520316622691294,3.4975075935235105,18950.0,,,
history_only,0.5,0.5,long,Linear Regression,27,1.9125028548228804,3.059459135063783,18950.0,,,
history_only,0.5,0.5,long,Decision Tree,27,1.8780767826370164,2.9470319146374053,18950.0,,,
history_only,0.5,0.5,long,Random Forest,27,1.874326086452806,2.93178706217402,18950.0,,,
history_only,0.5,0.5,long,Naive (persistence),28,1.6106435255371425,2.9246912331283723,19129.0,,,
history_only,0.5,0.5,long,Linear Regression,28,1.6135576881856564,2.402687026135742,19129.0,,,
history_only,0.5,0.5,long,Decision Tree,28,1.6052893012475344,2.393053883795633,19129.0,,,
history_only,0.5,0.5,long,Random Forest,28,1.604908556453069,2.3926961520850907,19129.0,,,
history_only,0.5,0.5,long,Naive (persistence),29,1.660434668761456,3.0901104193492213,19095.0,,,
history_only,0.5,0.5,long,Linear Regression,29,1.6541292804042853,2.5065286319137594,19095.0,,,
history_only,0.5,0.5,long,Decision Tree,29,1.6481525600204965,2.512952905532114,19095.0,,,
history_only,0.5,0.5,long,Random Forest,29,1.6471141339785798,2.5043533976624768,19095.0,,,
history_only,0.5,0.5,long,Linear Regression,ALL_MEAN,1.7296261155922363,,,0.13332077781073287,0.002813822184737136,5.0
history_only,0.5,0.5,long,Decision Tree,ALL_MEAN,1.7151891846694596,,,0.12158290112346466,0.011137186313254221,5.0
history_only,0.5,0.5,long,Random Forest,ALL_MEAN,1.7137908978525431,,,0.12052828485052737,0.01194334451928536,5.0
history_only,0.5,0.5,long,Naive (persistence),ALL_MEAN,1.734506709049736,,,0.15209413070643804,0.0,5.0
history_only,0.5,0.5,extra_long,Naive (persistence),25,1.6965575412515157,3.0363569182352164,18969.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,25,1.745132681954923,2.7624576049334193,18969.0,,,
history_only,0.5,0.5,extra_long,Decision Tree,25,1.7323089069741673,2.7121778651480053,18969.0,,,
history_only,0.5,0.5,extra_long,Random Forest,25,1.7314634609025812,2.706701057750096,18969.0,,,
history_only,0.5,0.5,extra_long,Naive (persistence),26,1.4463671427082248,2.6919967791626727,19186.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,26,1.502212225919073,2.307195186992299,19186.0,,,
history_only,0.5,0.5,extra_long,Decision Tree,26,1.5042083053743813,2.3000479391445534,19186.0,,,
history_only,0.5,0.5,extra_long,Random Forest,26,1.5041374233587688,2.29919074455669,19186.0,,,
history_only,0.5,0.5,extra_long,Naive (persistence),27,1.7595778364116095,3.1633454786687856,18950.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,27,1.778526704805782,2.8305266954495827,18950.0,,,
history_only,0.5,0.5,extra_long,Decision Tree,27,1.753100586333787,2.7404040528572287,18950.0,,,
history_only,0.5,0.5,extra_long,Random Forest,27,1.7503372513097057,2.7321911545650117,18950.0,,,
history_only,0.5,0.5,extra_long,Naive (persistence),28,1.4609232056040566,2.6616390125744704,19129.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,28,1.5029441574279454,2.248517939782286,19129.0,,,
history_only,0.5,0.5,extra_long,Decision Tree,28,1.504385599262449,2.2415208904782906,19129.0,,,
history_only,0.5,0.5,extra_long,Random Forest,28,1.5031722110192323,2.2381419468692965,19129.0,,,
history_only,0.5,0.5,extra_long,Naive (persistence),29,1.5201885310290653,2.8221619482800735,19095.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,29,1.556684123201264,2.3846672024758755,19095.0,,,
history_only,0.5,0.5,extra_long,Decision Tree,29,1.5554884720688553,2.375969300375949,19095.0,,,
history_only,0.5,0.5,extra_long,Random Forest,29,1.5531761094122183,2.3665567646961194,19095.0,,,
history_only,0.5,0.5,extra_long,Linear Regression,ALL_MEAN,1.6170999786617977,,,0.12027616876920144,-0.02560825907040587,5.0
history_only,0.5,0.5,extra_long,Decision Tree,ALL_MEAN,1.609898374002728,,,0.11023156160317482,-0.021040807883489165,5.0
history_only,0.5,0.5,extra_long,Random Forest,ALL_MEAN,1.608457291200501,,,0.10980349071005739,-0.02012683444741792,5.0
history_only,0.5,0.5,extra_long,Naive (persistence),ALL_MEAN,1.5767228514008944,,,0.12758886829987112,0.0,5.0
history_only,0.5,0.7,short,Naive (persistence),25,1.8517486195109125,2.8775062245021092,19015.0,,,
history_only,0.5,0.7,short,Linear Regression,25,1.908577104261797,2.790925920463041,19015.0,,,
history_only,0.5,0.7,short,Decision Tree,25,1.9835022327985552,2.7566348195915635,19015.0,,,
history_only,0.5,0.7,short,Random Forest,25,1.983002810131483,2.7546562758081214,19015.0,,,
history_only,0.5,0.7,short,Naive (persistence),26,1.8723482849604223,2.9209551334829813,18950.0,,,
history_only,0.5,0.7,short,Linear Regression,26,1.9305765669921178,2.8310477361407664,18950.0,,,
history_only,0.5,0.7,short,Decision Tree,26,2.008388059063709,2.798729031966847,18950.0,,,
history_only,0.5,0.7,short,Random Forest,26,2.004880563973443,2.7924281668428557,18950.0,,,
history_only,0.5,0.7,short,Naive (persistence),27,1.8521226045637305,2.8352495974571528,19151.0,,,
history_only,0.5,0.7,short,Linear Regression,27,1.9063979724968751,2.7551035080575175,19151.0,,,
history_only,0.5,0.7,short,Decision Tree,27,1.9595055681914428,2.6891671238768544,19151.0,,,
history_only,0.5,0.7,short,Random Forest,27,1.9573361838365655,2.6842536402103487,19151.0,,,
history_only,0.5,0.7,short,Naive (persistence),28,1.926506406862226,2.9426550033442553,18886.0,,,
history_only,0.5,0.7,short,Linear Regression,28,1.971522759977072,2.8502569370544393,18886.0,,,
history_only,0.5,0.7,short,Decision Tree,28,2.0287261101711414,2.8003473367773957,18886.0,,,
history_only,0.5,0.7,short,Random Forest,28,2.0263979578117435,2.794028461620494,18886.0,,,
history_only,0.5,0.7,short,Naive (persistence),29,1.8982799682455676,2.9293163735780237,18895.0,,,
history_only,0.5,0.7,short,Linear Regression,29,1.9731530588866182,2.8576038836035322,18895.0,,,
history_only,0.5,0.7,short,Decision Tree,29,2.0397967994449635,2.8139844391164717,18895.0,,,
history_only,0.5,0.7,short,Random Forest,29,2.0376930318458997,2.8109909722428967,18895.0,,,
history_only,0.5,0.7,short,Linear Regression,ALL_MEAN,1.938045492522896,,,0.029254076404050658,-0.030764960902690985,5.0
history_only,0.5,0.7,short,Decision Tree,ALL_MEAN,2.003983753933962,,,0.029366504863815916,-0.06583475142494111,5.0
history_only,0.5,0.7,short,Random Forest,ALL_MEAN,2.0018621095198266,,,0.02909709657268254,-0.06470633791244973,5.0
history_only,0.5,0.7,short,Naive (persistence),ALL_MEAN,1.8802011768285716,,,0.028742439620214284,0.0,5.0
history_only,0.5,0.7,medium,Naive (persistence),25,2.6947146989219037,4.062333149550048,19015.0,,,
history_only,0.5,0.7,medium,Linear Regression,25,2.730313812939206,3.854507622631225,19015.0,,,
history_only,0.5,0.7,medium,Decision Tree,25,2.7836435795918435,3.7918645770945827,19015.0,,,
history_only,0.5,0.7,medium,Random Forest,25,2.779941164309054,3.7841461005908377,19015.0,,,
history_only,0.5,0.7,medium,Naive (persistence),26,2.6953562005277045,4.131256748484622,18950.0,,,
history_only,0.5,0.7,medium,Linear Regression,26,2.7335801581531887,3.9203162623820744,18950.0,,,
history_only,0.5,0.7,medium,Decision Tree,26,2.800168767224177,3.867462386550629,18950.0,,,
history_only,0.5,0.7,medium,Random Forest,26,2.7973637853674242,3.8605999788799847,18950.0,,,
history_only,0.5,0.7,medium,Naive (persistence),27,2.6336483734530836,3.9538682313544937,19151.0,,,
history_only,0.5,0.7,medium,Linear Regression,27,2.6794712055614274,3.765539023782606,19151.0,,,
history_only,0.5,0.7,medium,Decision Tree,27,2.694362601515693,3.64947851337234,19151.0,,,
history_only,0.5,0.7,medium,Random Forest,27,2.6905468127064456,3.643111312692049,19151.0,,,
history_only,0.5,0.7,medium,Naive (persistence),28,2.8235730170496662,4.217455645176363,18886.0,,,
history_only,0.5,0.7,medium,Linear Regression,28,2.829201019936511,3.9920940563043823,18886.0,,,
history_only,0.5,0.7,medium,Decision Tree,28,2.8495560369768302,3.9045542097571992,18886.0,,,
history_only,0.5,0.7,medium,Random Forest,28,2.846508764869712,3.8978556936192823,18886.0,,,
history_only,0.5,0.7,medium,Naive (persistence),29,2.76200052924054,4.174165431811513,18895.0,,,
history_only,0.5,0.7,medium,Linear Regression,29,2.823205308835988,3.986773730198123,18895.0,,,
history_only,0.5,0.7,medium,Decision Tree,29,2.8707297643857492,3.905549376953836,18895.0,,,
history_only,0.5,0.7,medium,Random Forest,29,2.8661223860312997,3.8936890008534775,18895.0,,,
history_only,0.5,0.7,medium,Linear Regression,ALL_MEAN,2.759154301085264,,,0.05804184812905764,-0.013702305381396052,5.0
history_only,0.5,0.7,medium,Decision Tree,ALL_MEAN,2.7996921499388585,,,0.06145705401674959,-0.028595749659567904,5.0
history_only,0.5,0.7,medium,Random Forest,ALL_MEAN,2.796096582656787,,,0.061397652292225595,-0.027274752554927506,5.0
history_only,0.5,0.7,medium,Naive (persistence),ALL_MEAN,2.7218585638385795,,,0.06508058040596185,0.0,5.0
history_only,0.5,0.7,long,Naive (persistence),25,3.7395740205101236,5.560671031379367,19015.0,,,
history_only,0.5,0.7,long,Linear Regression,25,3.658417702325078,5.070624774201263,19015.0,,,
history_only,0.5,0.7,long,Decision Tree,25,3.657961180480918,4.962591454830028,19015.0,,,
history_only,0.5,0.7,long,Random Forest,25,3.6517769685979804,4.953571281958376,19015.0,,,
history_only,0.5,0.7,long,Naive (persistence),26,3.6973087071240105,5.685495130704668,18950.0,,,
history_only,0.5,0.7,long,Linear Regression,26,3.654175088178606,5.193989671703741,18950.0,,,
history_only,0.5,0.7,long,Decision Tree,26,3.689609339610911,5.132179846237903,18950.0,,,
history_only,0.5,0.7,long,Random Forest,26,3.684313550822058,5.122570823498142,18950.0,,,
history_only,0.5,0.7,long,Naive (persistence),27,3.497310845386664,5.238766698202687,19151.0,,,
history_only,0.5,0.7,long,Linear Regression,27,3.4803884543784944,4.820175770355642,19151.0,,,
history_only,0.5,0.7,long,Decision Tree,27,3.457446566551726,4.667297240660491,19151.0,,,
history_only,0.5,0.7,long,Random Forest,27,3.4518440236097185,4.656920067743564,19151.0,,,
history_only,0.5,0.7,long,Naive (persistence),28,3.8524833209785028,5.797392849051659,18886.0,,,
history_only,0.5,0.7,long,Linear Regression,28,3.765904685790676,5.2711048555563185,18886.0,,,
history_only,0.5,0.7,long,Decision Tree,28,3.7438178301106904,5.137910165099809,18886.0,,,
history_only,0.5,0.7,long,Random Forest,28,3.7421682667211735,5.134687213666826,18886.0,,,
history_only,0.5,0.7,long,Naive (persistence),29,3.916009526329717,5.916866960943175,18895.0,,,
history_only,0.5,0.7,long,Linear Regression,29,3.8979164765331715,5.470904021717094,18895.0,,,
history_only,0.5,0.7,long,Decision Tree,29,3.9109126654317627,5.358350246671933,18895.0,,,
history_only,0.5,0.7,long,Random Forest,29,3.9047196950986005,5.345009572933483,18895.0,,,
history_only,0.5,0.7,long,Linear Regression,ALL_MEAN,3.6913604814412055,,,0.13798506722212034,0.013146989025903943,5.0
history_only,0.5,0.7,long,Decision Tree,ALL_MEAN,3.6919495164372016,,,0.14614205383433695,0.012989515660110862,5.0
history_only,0.5,0.7,long,Random Forest,ALL_MEAN,3.6869645009699057,,,0.146281652416385,0.014322216042093827,5.0
history_only,0.5,0.7,long,Naive (persistence),ALL_MEAN,3.740537284065803,,,0.14446533231139744,0.0,5.0
history_only,0.5,0.7,extra_long,Naive (persistence),25,3.2816723639232186,4.896944799268073,19015.0,,,
