dataset,weibull_shape,rho,horizon,model,test_run_id,MAE,RMSE,n_test,MAE_std,relative_improvement_over_persistence,n_test_runs
history_only,0.5,0.95,extra_long,Naive (persistence),ALL_MEAN,6.381015240842519,,,0.2677010433961605,0.0,5.0
rich_features,2.0,0.3,short,Naive (persistence),25,0.1449632738719832,0.45586995807780467,19060.0,,,
rich_features,2.0,0.3,short,Linear Regression,25,0.14921904074151143,0.33276647540931464,19060.0,,,
rich_features,2.0,0.3,short,Decision Tree,25,0.14924109320833898,0.3354770389751905,19060.0,,,
rich_features,2.0,0.3,short,Random Forest,25,0.14916022027301104,0.33288045204419997,19060.0,,,
rich_features,2.0,0.3,short,Naive (persistence),26,0.14102564102564102,0.4397354191122024,18876.0,,,
rich_features,2.0,0.3,short,Linear Regression,26,0.14870228836552696,0.3267685237874459,18876.0,,,
rich_features,2.0,0.3,short,Decision Tree,26,0.14828743135373193,0.32502423452329976,18876.0,,,
rich_features,2.0,0.3,short,Random Forest,26,0.14823245806915372,0.32355783324961235,18876.0,,,
rich_features,2.0,0.3,short,Naive (persistence),27,0.15770665825844762,0.47231404938729116,19029.0,,,
rich_features,2.0,0.3,short,Linear Regression,27,0.1555948970731286,0.3414581854741298,19029.0,,,
rich_features,2.0,0.3,short,Decision Tree,27,0.15547239655347844,0.3425347843521251,19029.0,,,
rich_features,2.0,0.3,short,Random Forest,27,0.15540534416696722,0.34167242898681893,19029.0,,,
rich_features,2.0,0.3,short,Naive (persistence),28,0.147074327886136,0.4573536677868235,18970.0,,,
rich_features,2.0,0.3,short,Linear Regression,28,0.15019888685437147,0.33115543077222537,18970.0,,,
rich_features,2.0,0.3,short,Decision Tree,28,0.15030640109082652,0.33314941599166714,18970.0,,,
rich_features,2.0,0.3,short,Random Forest,28,0.15010191891271185,0.3309610203014913,18970.0,,,
rich_features,2.0,0.3,short,Naive (persistence),29,0.14702021527960094,0.4574863690805011,19045.0,,,
rich_features,2.0,0.3,short,Linear Regression,29,0.14995934101446437,0.3288832343730649,19045.0,,,
rich_features,2.0,0.3,short,Decision Tree,29,0.15007304512789305,0.32947052713490105,19045.0,,,
rich_features,2.0,0.3,short,Random Forest,29,0.15000646005670407,0.32908562005014347,19045.0,,,
rich_features,2.0,0.3,short,Linear Regression,ALL_MEAN,0.15073489080980057,,,0.0024874771448545434,-0.02152961577526158,5.0
rich_features,2.0,0.3,short,Decision Tree,ALL_MEAN,0.1506760734668538,,,0.0025007916938994553,-0.021131010930566685,5.0
rich_features,2.0,0.3,short,Random Forest,ALL_MEAN,0.15058128029570958,,,0.0025047225521693164,-0.02048859807461234,5.0
rich_features,2.0,0.3,short,Naive (persistence),ALL_MEAN,0.14755802326436177,,,0.005530329701068041,0.0,5.0
rich_features,2.0,0.3,medium,Naive (persistence),25,0.1507345225603358,0.4713736039508088,19060.0,,,
rich_features,2.0,0.3,medium,Linear Regression,25,0.14961961151489755,0.33594589989811974,19060.0,,,
rich_features,2.0,0.3,medium,Decision Tree,25,0.1498370662328822,0.33807167845758873,19060.0,,,
rich_features,2.0,0.3,medium,Random Forest,25,0.1493338066639838,0.33557519031064154,19060.0,,,
rich_features,2.0,0.3,medium,Naive (persistence),26,0.1457936003390549,0.4500947605720204,18876.0,,,
rich_features,2.0,0.3,medium,Linear Regression,26,0.1491119640005237,0.3260572665133779,18876.0,,,
rich_features,2.0,0.3,medium,Decision Tree,26,0.14903512854852774,0.32598872785143307,18876.0,,,
rich_features,2.0,0.3,medium,Random Forest,26,0.14893214867315793,0.3251722917819638,18876.0,,,
rich_features,2.0,0.3,medium,Naive (persistence),27,0.16269903830994797,0.48347542765702406,19029.0,,,
rich_features,2.0,0.3,medium,Linear Regression,27,0.15664806700998082,0.34437711368841484,19029.0,,,
rich_features,2.0,0.3,medium,Decision Tree,27,0.15695650021139088,0.34640787740379464,19029.0,,,
rich_features,2.0,0.3,medium,Random Forest,27,0.15654460604506837,0.3445908681392999,19029.0,,,
rich_features,2.0,0.3,medium,Naive (persistence),28,0.15239852398523984,0.46653988287059533,18970.0,,,
rich_features,2.0,0.3,medium,Linear Regression,28,0.1503287486430651,0.329637604884518,18970.0,,,
rich_features,2.0,0.3,medium,Decision Tree,28,0.15030510024317753,0.3302833932857301,18970.0,,,
rich_features,2.0,0.3,medium,Random Forest,28,0.15006409364708007,0.3295229985504995,18970.0,,,
rich_features,2.0,0.3,medium,Naive (persistence),29,0.14917301128905225,0.46120141714627994,19045.0,,,
rich_features,2.0,0.3,medium,Linear Regression,29,0.14997529582937175,0.32807432850988766,19045.0,,,
rich_features,2.0,0.3,medium,Decision Tree,29,0.14986973144227178,0.32814813736045156,19045.0,,,
rich_features,2.0,0.3,medium,Random Forest,29,0.14980873863721075,0.32809123224893993,19045.0,,,
rich_features,2.0,0.3,medium,Linear Regression,ALL_MEAN,0.1511367373995678,,,0.0027848850853722006,0.006723210107263733,5.0
rich_features,2.0,0.3,medium,Decision Tree,ALL_MEAN,0.15120070533565003,,,0.002906957483749704,0.006302810227651112,5.0
rich_features,2.0,0.3,medium,Random Forest,ALL_MEAN,0.1509366787333002,,,0.002830895333979836,0.008038003804941352,5.0
rich_features,2.0,0.3,medium,Naive (persistence),ALL_MEAN,0.15215973929672616,,,0.005702865139269168,0.0,5.0
rich_features,2.0,0.3,long,Naive (persistence),25,0.15320041972717732,0.4789372635465226,19060.0,,,
rich_features,2.0,0.3,long,Linear Regression,25,0.15055766617635766,0.3373002117732314,19060.0,,,
rich_features,2.0,0.3,long,Decision Tree,25,0.15053689175994722,0.3373523987855934,19060.0,,,
rich_features,2.0,0.3,long,Random Forest,25,0.15065863261454232,0.33723155656817316,19060.0,,,
rich_features,2.0,0.3,long,Naive (persistence),26,0.15008476372112736,0.4633757666092795,18876.0,,,
rich_features,2.0,0.3,long,Linear Regression,26,0.14819004123007215,0.32233126313162874,18876.0,,,
rich_features,2.0,0.3,long,Decision Tree,26,0.14880140915909115,0.32441699630616166,18876.0,,,
rich_features,2.0,0.3,long,Random Forest,26,0.1485637027993536,0.3226699637410326,18876.0,,,
rich_features,2.0,0.3,long,Naive (persistence),27,0.16154290819275843,0.4803129289830526,19029.0,,,
rich_features,2.0,0.3,long,Linear Regression,27,0.15563185421621195,0.3415298304518605,19029.0,,,
rich_features,2.0,0.3,long,Decision Tree,27,0.1558019024076863,0.34205154095390716,19029.0,,,
rich_features,2.0,0.3,long,Random Forest,27,0.155771540085688,0.34167411127441477,19029.0,,,
rich_features,2.0,0.3,long,Naive (persistence),28,0.15524512387981024,0.4738273820507028,18970.0,,,
rich_features,2.0,0.3,long,Linear Regression,28,0.15247619284346348,0.335530308335319,18970.0,,,
rich_features,2.0,0.3,long,Decision Tree,28,0.15230738717840617,0.33544126006526165,18970.0,,,
rich_features,2.0,0.3,long,Random Forest,28,0.1524470472681454,0.3354728152728819,18970.0,,,
rich_features,2.0,0.3,long,Naive (persistence),29,0.1486479390916251,0.458689905610596,19045.0,,,
rich_features,2.0,0.3,long,Linear Regression,29,0.14795587816761038,0.3212856528429289,19045.0,,,
rich_features,2.0,0.3,long,Decision Tree,29,0.14795958576651622,0.3213701969291653,19045.0,,,
rich_features,2.0,0.3,long,Random Forest,29,0.14804543502965184,0.3213445353236095,19045.0,,,
rich_features,2.0,0.3,long,Linear Regression,ALL_MEAN,0.15096232652674313,,,0.002863016855314011,0.018094366071913837,5.0
rich_features,2.0,0.3,long,Decision Tree,ALL_MEAN,0.15108143525432943,,,0.0027938059740386274,0.017319646091387586,5.0
rich_features,2.0,0.3,long,Random Forest,ALL_MEAN,0.15109727155947622,,,0.0028140988507833163,0.01721664186773797,5.0
rich_features,2.0,0.3,long,Naive (persistence),ALL_MEAN,0.1537442309224997,,,0.004532806372976273,0.0,5.0
rich_features,2.0,0.3,extra_long,Naive (persistence),25,0.15078698845750263,0.4735390633211592,19060.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,25,0.15054581740303805,0.337833732218111,19060.0,,,
rich_features,2.0,0.3,extra_long,Decision Tree,25,0.15055414116614968,0.3378842153193022,19060.0,,,
rich_features,2.0,0.3,extra_long,Random Forest,25,0.1503887791699327,0.33781407217300524,19060.0,,,
rich_features,2.0,0.3,extra_long,Naive (persistence),26,0.14748887476160202,0.4621737522198128,18876.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,26,0.1479769286127423,0.3240071148324342,18876.0,,,
rich_features,2.0,0.3,extra_long,Decision Tree,26,0.14816453773799262,0.3243951468364869,18876.0,,,
rich_features,2.0,0.3,extra_long,Random Forest,26,0.14797112234130835,0.32406459662923703,18876.0,,,
rich_features,2.0,0.3,extra_long,Naive (persistence),27,0.16406537390299017,0.48607710793491815,19029.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,27,0.155925259234598,0.34291585344950315,19029.0,,,
rich_features,2.0,0.3,extra_long,Decision Tree,27,0.1559232270078305,0.34302306096569496,19029.0,,,
rich_features,2.0,0.3,extra_long,Random Forest,27,0.15590106706434836,0.3430700672397893,19029.0,,,
rich_features,2.0,0.3,extra_long,Naive (persistence),28,0.15355824986821298,0.4695807302301482,18970.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,28,0.15149238364726703,0.33365567602305335,18970.0,,,
rich_features,2.0,0.3,extra_long,Decision Tree,28,0.1515056694914913,0.3339008599599642,18970.0,,,
rich_features,2.0,0.3,extra_long,Random Forest,28,0.1512826966679966,0.3335572583683782,18970.0,,,
rich_features,2.0,0.3,extra_long,Naive (persistence),29,0.1486479390916251,0.460745796963787,19045.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,29,0.148623944125574,0.3247922669665918,19045.0,,,
rich_features,2.0,0.3,extra_long,Decision Tree,29,0.14863375763881098,0.3249971295168262,19045.0,,,
rich_features,2.0,0.3,extra_long,Random Forest,29,0.14847630077698676,0.3248127943915013,19045.0,,,
rich_features,2.0,0.3,extra_long,Linear Regression,ALL_MEAN,0.15091286660464387,,,0.0028090405124665207,0.013057519675233054,5.0
rich_features,2.0,0.3,extra_long,Decision Tree,ALL_MEAN,0.15095626660845501,,,0.0027684667962051645,0.012773691606949855,5.0
rich_features,2.0,0.3,extra_long,Random Forest,ALL_MEAN,0.15080399320411453,,,0.0028222342566781187,0.01376953175463591,5.0
rich_features,2.0,0.3,extra_long,Naive (persistence),ALL_MEAN,0.1529094852163866,,,0.005948504577266651,0.0,5.0
rich_features,2.0,0.5,short,Naive (persistence),25,0.4551220739994966,0.8989464426597962,19865.0,,,
rich_features,2.0,0.5,short,Linear Regression,25,0.4744827032080672,0.7105196201710923,19865.0,,,
rich_features,2.0,0.5,short,Decision Tree,25,0.4749470292052841,0.7065414285076813,19865.0,,,
rich_features,2.0,0.5,short,Random Forest,25,0.4747185234021263,0.7057319249469864,19865.0,,,
rich_features,2.0,0.5,short,Naive (persistence),26,0.475316423780949,0.9367038750660821,19831.0,,,
rich_features,2.0,0.5,short,Linear Regression,26,0.48818200043812054,0.7489388640308159,19831.0,,,
rich_features,2.0,0.5,short,Decision Tree,26,0.4861667791501336,0.7367940402581442,19831.0,,,
rich_features,2.0,0.5,short,Random Forest,26,0.48593748940001996,0.7365734288700845,19831.0,,,
rich_features,2.0,0.5,short,Naive (persistence),27,0.4358483918055066,0.8725323659625395,19867.0,,,
rich_features,2.0,0.5,short,Linear Regression,27,0.4580170353653033,0.6740253006924984,19867.0,,,
rich_features,2.0,0.5,short,Decision Tree,27,0.45848902801094304,0.6701579185552858,19867.0,,,
rich_features,2.0,0.5,short,Random Forest,27,0.4581716091920287,0.6699437682504982,19867.0,,,
rich_features,2.0,0.5,short,Naive (persistence),28,0.46976111279104926,0.9249370342280407,19842.0,,,
rich_features,2.0,0.5,short,Linear Regression,28,0.48371832266654186,0.7345584733915022,19842.0,,,
rich_features,2.0,0.5,short,Decision Tree,28,0.4829407270196022,0.7307995908857925,19842.0,,,
rich_features,2.0,0.5,short,Random Forest,28,0.4827054785908737,0.7306571666442546,19842.0,,,
rich_features,2.0,0.5,short,Naive (persistence),29,0.46593882068826725,0.9267008154134675,19876.0,,,
rich_features,2.0,0.5,short,Linear Regression,29,0.48639496389632586,0.7337937356446455,19876.0,,,
rich_features,2.0,0.5,short,Decision Tree,29,0.48652639380774887,0.7312292604978028,19876.0,,,
rich_features,2.0,0.5,short,Random Forest,29,0.48635786300285533,0.7314045953839126,19876.0,,,
rich_features,2.0,0.5,short,Linear Regression,ALL_MEAN,0.4781590051148717,,,0.01112125537016834,-0.03857893608219487,5.0
rich_features,2.0,0.5,short,Decision Tree,ALL_MEAN,0.47781399143874237,,,0.010522662393529033,-0.037829553695049034,5.0
rich_features,2.0,0.5,short,Random Forest,ALL_MEAN,0.47757819271758084,,,0.010564494351341401,-0.037317390204800294,5.0
rich_features,2.0,0.5,short,Naive (persistence),ALL_MEAN,0.46039736461305375,,,0.013938770381872053,0.0,5.0
rich_features,2.0,0.5,medium,Naive (persistence),25,0.5109489051094891,0.9987155103061386,19865.0,,,
rich_features,2.0,0.5,medium,Linear Regression,25,0.49900631856608235,0.7319002451047056,19865.0,,,
rich_features,2.0,0.5,medium,Decision Tree,25,0.498866148260682,0.7329597692632879,19865.0,,,
rich_features,2.0,0.5,medium,Random Forest,25,0.49849296272348304,0.7313231210799362,19865.0,,,
rich_features,2.0,0.5,medium,Naive (persistence),26,0.5358277444405224,1.05135157014588,19831.0,,,
rich_features,2.0,0.5,medium,Linear Regression,26,0.5124584278893777,0.7790629002519656,19831.0,,,
rich_features,2.0,0.5,medium,Decision Tree,26,0.5118191591732334,0.7782734108739976,19831.0,,,
rich_features,2.0,0.5,medium,Random Forest,26,0.5114963566695981,0.7770115110219871,19831.0,,,
rich_features,2.0,0.5,medium,Naive (persistence),27,0.47546182111038404,0.9459123046486764,19867.0,,,
rich_features,2.0,0.5,medium,Linear Regression,27,0.4780870274573145,0.683295688617701,19867.0,,,
rich_features,2.0,0.5,medium,Decision Tree,27,0.47809313023283184,0.6857474068877867,19867.0,,,
rich_features,2.0,0.5,medium,Random Forest,27,0.4773123025408468,0.6829195492415895,19867.0,,,
rich_features,2.0,0.5,medium,Naive (persistence),28,0.5343715351275073,1.0383484595429116,19842.0,,,
rich_features,2.0,0.5,medium,Linear Regression,28,0.5094760607240008,0.7599705822987356,19842.0,,,
rich_features,2.0,0.5,medium,Decision Tree,28,0.5081635455248127,0.7596877849154887,19842.0,,,
rich_features,2.0,0.5,medium,Random Forest,28,0.5076897467423197,0.7586207249834347,19842.0,,,
rich_features,2.0,0.5,medium,Naive (persistence),29,0.5368283356812236,1.0444440400458423,19876.0,,,
rich_features,2.0,0.5,medium,Linear Regression,29,0.511750017086091,0.7582813562398412,19876.0,,,
rich_features,2.0,0.5,medium,Decision Tree,29,0.5109483891645975,0.7588531671525977,19876.0,,,
rich_features,2.0,0.5,medium,Random Forest,29,0.5103269197372036,0.7579077217219091,19876.0,,,
rich_features,2.0,0.5,medium,Linear Regression,ALL_MEAN,0.5021555703445733,,,0.01296922823254943,0.03187293425277071,5.0
rich_features,2.0,0.5,medium,Decision Tree,ALL_MEAN,0.5015780744712315,,,0.01260910934186908,0.032986313090639374,5.0
rich_features,2.0,0.5,medium,Random Forest,ALL_MEAN,0.5010636576826902,,,0.012722339658375924,0.03397807908005135,5.0
rich_features,2.0,0.5,medium,Naive (persistence),ALL_MEAN,0.5186876682938253,,,0.02365253484420186,0.0,5.0
rich_features,2.0,0.5,long,Naive (persistence),25,0.5334507928517493,1.0381351748828138,19865.0,,,
rich_features,2.0,0.5,long,Linear Regression,25,0.5026483911936706,0.7337776008736258,19865.0,,,
rich_features,2.0,0.5,long,Decision Tree,25,0.5025715282669725,0.7340672358079166,19865.0,,,
rich_features,2.0,0.5,long,Random Forest,25,0.5024546628513233,0.7338042635793092,19865.0,,,
rich_features,2.0,0.5,long,Naive (persistence),26,0.5657304220664616,1.1204274957280367,19831.0,,,
rich_features,2.0,0.5,long,Linear Regression,26,0.5161452082646161,0.7841490515739128,19831.0,,,
rich_features,2.0,0.5,long,Decision Tree,26,0.5161341612356368,0.7845841298340273,19831.0,,,
rich_features,2.0,0.5,long,Random Forest,26,0.5161488706351872,0.7843153198212007,19831.0,,,
rich_features,2.0,0.5,long,Naive (persistence),27,0.49322997936276236,0.9695884055342109,19867.0,,,
rich_features,2.0,0.5,long,Linear Regression,27,0.48093952887139085,0.681710756933043,19867.0,,,
rich_features,2.0,0.5,long,Decision Tree,27,0.4808700401466146,0.6819685310421894,19867.0,,,
rich_features,2.0,0.5,long,Random Forest,27,0.48073300601690877,0.6816178462758448,19867.0,,,
rich_features,2.0,0.5,long,Naive (persistence),28,0.5515573026912609,1.080100119674708,19842.0,,,
rich_features,2.0,0.5,long,Linear Regression,28,0.5115499735897678,0.7617751121790098,19842.0,,,
rich_features,2.0,0.5,long,Decision Tree,28,0.5118157545073969,0.7631524330412998,19842.0,,,
rich_features,2.0,0.5,long,Random Forest,28,0.5115947654136466,0.7619537678588446,19842.0,,,
rich_features,2.0,0.5,long,Naive (persistence),29,0.5505634936606963,1.0703518341663174,19876.0,,,
rich_features,2.0,0.5,long,Linear Regression,29,0.5128133563165586,0.7572280432900607,19876.0,,,
rich_features,2.0,0.5,long,Decision Tree,29,0.5127001295854947,0.7576112354921667,19876.0,,,
rich_features,2.0,0.5,long,Random Forest,29,0.5127911635749444,0.7573565579666499,19876.0,,,
rich_features,2.0,0.5,long,Linear Regression,ALL_MEAN,0.5048192916472007,,,0.012747073511850567,0.06325236923867139,5.0
rich_features,2.0,0.5,long,Decision Tree,ALL_MEAN,0.5048183227484232,,,0.012788302904803841,0.0632541671367497,5.0
rich_features,2.0,0.5,long,Random Forest,ALL_MEAN,0.504744493698402,,,0.012833781967742375,0.0633911650463641,5.0
rich_features,2.0,0.5,long,Naive (persistence),ALL_MEAN,0.538906398126586,,,0.025026227773781305,0.0,5.0
rich_features,2.0,0.5,extra_long,Naive (persistence),25,0.5301283664736974,1.0324461872780433,19865.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,25,0.5021693720361691,0.7338525312171876,19865.0,,,
rich_features,2.0,0.5,extra_long,Decision Tree,25,0.5017297098425635,0.7341541236153111,19865.0,,,
rich_features,2.0,0.5,extra_long,Random Forest,25,0.5016480302267854,0.7336449333197244,19865.0,,,
rich_features,2.0,0.5,extra_long,Naive (persistence),26,0.5485351217790329,1.0926058321335668,19831.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,26,0.5150092052050806,0.7828916437361881,19831.0,,,
rich_features,2.0,0.5,extra_long,Decision Tree,26,0.5153063845806178,0.7853980387881765,19831.0,,,
rich_features,2.0,0.5,extra_long,Random Forest,26,0.5150649853383747,0.783555129303326,19831.0,,,
rich_features,2.0,0.5,extra_long,Naive (persistence),27,0.4904615694367544,0.9681077402688766,19867.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,27,0.48149165160580576,0.6839942849440045,19867.0,,,
rich_features,2.0,0.5,extra_long,Decision Tree,27,0.48115642180529794,0.6841561039937073,19867.0,,,
rich_features,2.0,0.5,extra_long,Random Forest,27,0.48113336888355496,0.683888206639723,19867.0,,,
rich_features,2.0,0.5,extra_long,Naive (persistence),28,0.5513053119645197,1.0707508620250399,19842.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,28,0.5108266900127798,0.7601712595504392,19842.0,,,
rich_features,2.0,0.5,extra_long,Decision Tree,28,0.5105176966901882,0.7610801956492549,19842.0,,,
rich_features,2.0,0.5,extra_long,Random Forest,28,0.5105452588135354,0.760422239917619,19842.0,,,
rich_features,2.0,0.5,extra_long,Naive (persistence),29,0.5486013282350574,1.0668442110910943,19876.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,29,0.5121625904703316,0.7558320751927574,19876.0,,,
rich_features,2.0,0.5,extra_long,Decision Tree,29,0.5120470472620187,0.7566460754708962,19876.0,,,
rich_features,2.0,0.5,extra_long,Random Forest,29,0.5118747553573721,0.7561937844311395,19876.0,,,
rich_features,2.0,0.5,extra_long,Linear Regression,ALL_MEAN,0.5043319018660335,,,0.012197215509266984,0.05521560072720433,5.0
rich_features,2.0,0.5,extra_long,Decision Tree,ALL_MEAN,0.5041514520361372,,,0.012344539404995677,0.055553644351862275,5.0
rich_features,2.0,0.5,extra_long,Random Forest,ALL_MEAN,0.5040532797239246,,,0.012293790889695927,0.05573755432994587,5.0
rich_features,2.0,0.5,extra_long,Naive (persistence),ALL_MEAN,0.5338063395778124,,,0.022953602479024886,0.0,5.0
rich_features,2.0,0.7,short,Naive (persistence),25,0.9420601932996144,1.4903834830459344,19969.0,,,
rich_features,2.0,0.7,short,Linear Regression,25,0.9625922886888493,1.3170954659021796,19969.0,,,
rich_features,2.0,0.7,short,Decision Tree,25,0.9613804851497895,1.2918729323707605,19969.0,,,
rich_features,2.0,0.7,short,Random Forest,25,0.9607729963439643,1.2905030173344223,19969.0,,,
rich_features,2.0,0.7,short,Naive (persistence),26,0.98455675892499,1.5355135444425314,19944.0,,,
rich_features,2.0,0.7,short,Linear Regression,26,1.0077347269844874,1.3937171031503723,19944.0,,,
rich_features,2.0,0.7,short,Decision Tree,26,0.9954430560965707,1.352069451667926,19944.0,,,
rich_features,2.0,0.7,short,Random Forest,26,0.9957724288607968,1.351293758538323,19944.0,,,
rich_features,2.0,0.7,short,Naive (persistence),27,0.9433669122437729,1.4838883120464883,19953.0,,,
rich_features,2.0,0.7,short,Linear Regression,27,0.9632270823648479,1.3081161414356954,19953.0,,,
rich_features,2.0,0.7,short,Decision Tree,27,0.9646373168408439,1.2861732599528768,19953.0,,,
rich_features,2.0,0.7,short,Random Forest,27,0.9645023678448238,1.2849727588871698,19953.0,,,
rich_features,2.0,0.7,short,Naive (persistence),28,0.9364761284504785,1.4844348811878378,19961.0,,,
rich_features,2.0,0.7,short,Linear Regression,28,0.972130884649742,1.3381425806050473,19961.0,,,
rich_features,2.0,0.7,short,Decision Tree,28,0.973453207416365,1.3127959182889892,19961.0,,,
rich_features,2.0,0.7,short,Random Forest,28,0.9729381957811707,1.3113014495326825,19961.0,,,
rich_features,2.0,0.7,short,Naive (persistence),29,0.9937374749498998,1.5504379108596582,19960.0,,,
rich_features,2.0,0.7,short,Linear Regression,29,1.0105787914361377,1.3930968123639367,19960.0,,,
rich_features,2.0,0.7,short,Decision Tree,29,1.0091246686258024,1.3707400439267219,19960.0,,,
rich_features,2.0,0.7,short,Random Forest,29,1.0091156849562908,1.370297889923322,19960.0,,,
rich_features,2.0,0.7,short,Linear Regression,ALL_MEAN,0.9832527548248129,,,0.021436686555206124,-0.024179485746623097,5.0
rich_features,2.0,0.7,short,Decision Tree,ALL_MEAN,0.9808077468258742,,,0.01848800091805519,-0.021632707186673317,5.0
rich_features,2.0,0.7,short,Random Forest,ALL_MEAN,0.9806203347574094,,,0.01873121404190374,-0.021437494312912087,5.0
rich_features,2.0,0.7,short,Naive (persistence),ALL_MEAN,0.9600394935737512,,,0.024054573916888634,0.0,5.0
rich_features,2.0,0.7,medium,Naive (persistence),25,1.1562922529921378,1.8126756409014912,19969.0,,,
rich_features,2.0,0.7,medium,Linear Regression,25,1.1043343667107355,1.5016887216673072,19969.0,,,
rich_features,2.0,0.7,medium,Decision Tree,25,1.092322093759847,1.4838525537523586,19969.0,,,
rich_features,2.0,0.7,medium,Random Forest,25,1.0915960929330502,1.4819020386611947,19969.0,,,
rich_features,2.0,0.7,medium,Naive (persistence),26,1.2335539510629763,1.910082606480154,19944.0,,,
rich_features,2.0,0.7,medium,Linear Regression,26,1.1766049058982437,1.6505213146838935,19944.0,,,
rich_features,2.0,0.7,medium,Decision Tree,26,1.1544659985779624,1.6120534017500179,19944.0,,,
rich_features,2.0,0.7,medium,Random Forest,26,1.1523406641736875,1.6062725797601245,19944.0,,,
rich_features,2.0,0.7,medium,Naive (persistence),27,1.1710018543577407,1.8187973653108653,19953.0,,,
rich_features,2.0,0.7,medium,Linear Regression,27,1.1113144547458598,1.4967780847460241,19953.0,,,
rich_features,2.0,0.7,medium,Decision Tree,27,1.0993827408751577,1.4802695341309435,19953.0,,,
rich_features,2.0,0.7,medium,Random Forest,27,1.0987646894654077,1.4793437672949792,19953.0,,,
rich_features,2.0,0.7,medium,Naive (persistence),28,1.1891688793146635,1.859002147260153,19961.0,,,
rich_features,2.0,0.7,medium,Linear Regression,28,1.1421912148393052,1.576609806543151,19961.0,,,
rich_features,2.0,0.7,medium,Decision Tree,28,1.1300812201030186,1.5568188785804655,19961.0,,,
rich_features,2.0,0.7,medium,Random Forest,28,1.1292185771228733,1.5542624959331834,19961.0,,,
rich_features,2.0,0.7,medium,Naive (persistence),29,1.275,1.9754885750670492,19960.0,,,
rich_features,2.0,0.7,medium,Linear Regression,29,1.1814090787816296,1.6406740479897537,19960.0,,,
rich_features,2.0,0.7,medium,Decision Tree,29,1.1730212839713259,1.6344706530068536,19960.0,,,
rich_features,2.0,0.7,medium,Random Forest,29,1.1734336600274695,1.633785644489609,19960.0,,,
rich_features,2.0,0.7,medium,Linear Regression,ALL_MEAN,1.1431708041951547,,,0.031950149520983594,0.05131320292492858,5.0
rich_features,2.0,0.7,medium,Decision Tree,ALL_MEAN,1.129854667457462,,,0.03100438073848064,0.06236390774063583,5.0
rich_features,2.0,0.7,medium,Random Forest,ALL_MEAN,1.1290707367444974,,,0.031088215683841947,0.06301447081877076,5.0
rich_features,2.0,0.7,medium,Naive (persistence),ALL_MEAN,1.2050033875455035,,,0.043575844161134455,0.0,5.0
rich_features,2.0,0.7,long,Naive (persistence),25,1.3325654764885573,2.089537642570136,19969.0,,,
rich_features,2.0,0.7,long,Linear Regression,25,1.1682385527473005,1.607982055568397,19969.0,,,
rich_features,2.0,0.7,long,Decision Tree,25,1.1584078470433123,1.6084666372675644,19969.0,,,
rich_features,2.0,0.7,long,Random Forest,25,1.158075426772564,1.606205069241454,19969.0,,,
rich_features,2.0,0.7,long,Naive (persistence),26,1.4546730846369835,2.284515974350755,19944.0,,,
rich_features,2.0,0.7,long,Linear Regression,26,1.2641298275572395,1.8373315886187722,19944.0,,,
rich_features,2.0,0.7,long,Decision Tree,26,1.2507541482874829,1.8242192285487817,19944.0,,,
rich_features,2.0,0.7,long,Random Forest,26,1.2483199932800255,1.8153261926495146,19944.0,,,
rich_features,2.0,0.7,long,Naive (persistence),27,1.3076229138475417,2.0332893360221402,19953.0,,,
rich_features,2.0,0.7,long,Linear Regression,27,1.1608214996411863,1.5787648207948106,19953.0,,,
rich_features,2.0,0.7,long,Decision Tree,27,1.1505584136313598,1.576982409749289,19953.0,,,
rich_features,2.0,0.7,long,Random Forest,27,1.1500124858105836,1.574031183467088,19953.0,,,
rich_features,2.0,0.7,long,Naive (persistence),28,1.3985772255899003,2.2067728021004283,19961.0,,,
rich_features,2.0,0.7,long,Linear Regression,28,1.225411542489599,1.730563006405726,19961.0,,,
rich_features,2.0,0.7,long,Decision Tree,28,1.2135423403429224,1.7257051173203206,19961.0,,,
rich_features,2.0,0.7,long,Random Forest,28,1.212619870387773,1.7216406089708256,19961.0,,,
rich_features,2.0,0.7,long,Naive (persistence),29,1.4792084168336674,2.3188367790804145,19960.0,,,
rich_features,2.0,0.7,long,Linear Regression,29,1.2460320245398824,1.7541585299071696,19960.0,,,
rich_features,2.0,0.7,long,Decision Tree,29,1.2383104765171964,1.7639917309665853,19960.0,,,
rich_features,2.0,0.7,long,Random Forest,29,1.238318672170502,1.762531348885994,19960.0,,,
rich_features,2.0,0.7,long,Linear Regression,ALL_MEAN,1.2129266893950417,,,0.0414380899314495,0.13022510032896428,5.0
rich_features,2.0,0.7,long,Decision Tree,ALL_MEAN,1.2023146451644549,,,0.04092593529868204,0.13783486750340646,5.0
