dataset,erlang_k,rho,horizon,model,test_run_id,MAE,RMSE,n_test,MAE_std,relative_improvement_over_persistence,n_test_runs
history_only,2,0.7,extra_long,Naive (persistence),27,1.4272472191602366,2.2314135280803353,19958.0,,,
history_only,2,0.7,extra_long,Linear Regression,27,1.2925749054262046,1.7588779269047707,19958.0,,,
history_only,2,0.7,extra_long,Decision Tree,27,1.273515224417389,1.752785495465841,19958.0,,,
history_only,2,0.7,extra_long,Random Forest,27,1.2735434761440887,1.7520951206248232,19958.0,,,
history_only,2,0.7,extra_long,Naive (persistence),28,1.4743538369064315,2.2818572195180136,19964.0,,,
history_only,2,0.7,extra_long,Linear Regression,28,1.3550847295547495,1.8598041917920582,19964.0,,,
history_only,2,0.7,extra_long,Decision Tree,28,1.3320878239055953,1.8391085787696637,19964.0,,,
history_only,2,0.7,extra_long,Random Forest,28,1.331807032151376,1.8373810209547639,19964.0,,,
history_only,2,0.7,extra_long,Naive (persistence),29,1.532161106101593,2.3550983690332052,19962.0,,,
history_only,2,0.7,extra_long,Linear Regression,29,1.3509702978311848,1.8498674633710277,19962.0,,,
history_only,2,0.7,extra_long,Decision Tree,29,1.3304507487418857,1.8498723602814897,19962.0,,,
history_only,2,0.7,extra_long,Random Forest,29,1.3295626611126954,1.8469849753471967,19962.0,,,
history_only,2,0.7,extra_long,Linear Regression,ALL_MEAN,1.3429588131645724,,,0.02582333855672153,0.09884535289598217,5.0
history_only,2,0.7,extra_long,Decision Tree,ALL_MEAN,1.319977278486628,,,0.023691509184544587,0.11426646378158756,5.0
history_only,2,0.7,extra_long,Random Forest,ALL_MEAN,1.3196704137488082,,,0.023534053352281602,0.11447237671190813,5.0
history_only,2,0.7,extra_long,Naive (persistence),ALL_MEAN,1.4902645372582297,,,0.040405110754363635,0.0,5.0
history_only,2,0.8,short,Naive (persistence),25,1.3226776230083175,1.9148106040189596,19958.0,,,
history_only,2,0.8,short,Linear Regression,25,1.3492419372147724,1.8027464326462737,19958.0,,,
history_only,2,0.8,short,Decision Tree,25,1.3366166867031772,1.7508914964381073,19958.0,,,
history_only,2,0.8,short,Random Forest,25,1.336956215047839,1.7507438064990026,19958.0,,,
history_only,2,0.8,short,Naive (persistence),26,1.3973261228781733,1.976883076135316,19971.0,,,
history_only,2,0.8,short,Linear Regression,26,1.4127229742010048,1.8694774571648554,19971.0,,,
history_only,2,0.8,short,Decision Tree,26,1.401564641852016,1.8285598763316604,19971.0,,,
history_only,2,0.8,short,Random Forest,26,1.4015589609876886,1.8283662988272869,19971.0,,,
history_only,2,0.8,short,Naive (persistence),27,1.401422204416846,2.003639834778357,19969.0,,,
history_only,2,0.8,short,Linear Regression,27,1.4285004622919857,1.914344407120134,19969.0,,,
history_only,2,0.8,short,Decision Tree,27,1.412612307939062,1.860456296873788,19969.0,,,
history_only,2,0.8,short,Random Forest,27,1.4116625143178088,1.8579207543842753,19969.0,,,
history_only,2,0.8,short,Naive (persistence),28,1.4466700050075112,2.0464070153585685,19970.0,,,
history_only,2,0.8,short,Linear Regression,28,1.4606091448420633,1.9433372624271965,19970.0,,,
history_only,2,0.8,short,Decision Tree,28,1.447135899895771,1.911459484228097,19970.0,,,
history_only,2,0.8,short,Random Forest,28,1.4463765988406971,1.9101322451372975,19970.0,,,
history_only,2,0.8,short,Naive (persistence),29,1.4015527172551967,1.9853457623656516,19965.0,,,
history_only,2,0.8,short,Linear Regression,29,1.417526653570922,1.8799561603601938,19965.0,,,
history_only,2,0.8,short,Decision Tree,29,1.3991228729692011,1.835479641983057,19965.0,,,
history_only,2,0.8,short,Random Forest,29,1.3987771859420028,1.8347390088869722,19965.0,,,
history_only,2,0.8,short,Linear Regression,ALL_MEAN,1.4137202344241497,,,0.036304157397462504,-0.014197630928543203,5.0
history_only,2,0.8,short,Decision Tree,ALL_MEAN,1.3994104818718456,,,0.035776493883143974,-0.0039318677426380955,5.0
history_only,2,0.8,short,Random Forest,ALL_MEAN,1.3990662950272073,,,0.03538612324072491,-0.003684949382181113,5.0
history_only,2,0.8,short,Naive (persistence),ALL_MEAN,1.393929734513209,,,0.0399604353099034,0.0,5.0
history_only,2,0.8,medium,Naive (persistence),25,1.7096402445134784,2.459258159783672,19958.0,,,
history_only,2,0.8,medium,Linear Regression,25,1.6725676340809994,2.218710237228893,19958.0,,,
history_only,2,0.8,medium,Decision Tree,25,1.6569336793846723,2.1606463445463095,19958.0,,,
history_only,2,0.8,medium,Random Forest,25,1.6566956355643208,2.1598942536238686,19958.0,,,
history_only,2,0.8,medium,Naive (persistence),26,1.8384157027690151,2.578855020190547,19971.0,,,
history_only,2,0.8,medium,Linear Regression,26,1.7771025858245852,2.340226129330101,19971.0,,,
history_only,2,0.8,medium,Decision Tree,26,1.7513327544452664,2.2859063524173084,19971.0,,,
history_only,2,0.8,medium,Random Forest,26,1.7517302983973382,2.2863205507602666,19971.0,,,
history_only,2,0.8,medium,Naive (persistence),27,1.8295357804597125,2.594886669410049,19969.0,,,
history_only,2,0.8,medium,Linear Regression,27,1.800787158737289,2.4067210294939816,19969.0,,,
history_only,2,0.8,medium,Decision Tree,27,1.7661134873551474,2.3167214417423954,19969.0,,,
history_only,2,0.8,medium,Random Forest,27,1.764528491546014,2.3133988498375277,19969.0,,,
history_only,2,0.8,medium,Naive (persistence),28,1.9057085628442665,2.672669965992936,19970.0,,,
history_only,2,0.8,medium,Linear Regression,28,1.8447897877036188,2.4447410072631586,19970.0,,,
history_only,2,0.8,medium,Decision Tree,28,1.8300888849211439,2.407858508495298,19970.0,,,
history_only,2,0.8,medium,Random Forest,28,1.829524214601276,2.4068787099336184,19970.0,,,
history_only,2,0.8,medium,Naive (persistence),29,1.8453794139744553,2.576794476108092,19965.0,,,
history_only,2,0.8,medium,Linear Regression,29,1.7900677317829128,2.3466933259301928,19965.0,,,
history_only,2,0.8,medium,Decision Tree,29,1.7653235807695404,2.2891193433027635,19965.0,,,
history_only,2,0.8,medium,Random Forest,29,1.7650247329834472,2.2887098434500435,19965.0,,,
history_only,2,0.8,medium,Linear Regression,ALL_MEAN,1.777062979625881,,,0.05698799802549639,0.0266593652431395,5.0
history_only,2,0.8,medium,Decision Tree,ALL_MEAN,1.7539584773751542,,,0.05566588657678177,0.0393142633217648,5.0
history_only,2,0.8,medium,Random Forest,ALL_MEAN,1.7535006746184791,,,0.05551278252284575,0.03956501303119231,5.0
history_only,2,0.8,medium,Naive (persistence),ALL_MEAN,1.8257359409121858,,,0.06392951142668511,0.0,5.0
history_only,2,0.8,long,Naive (persistence),25,2.07420583224772,3.003797242747691,19958.0,,,
history_only,2,0.8,long,Linear Regression,25,1.9464678384367855,2.5525187042688504,19958.0,,,
history_only,2,0.8,long,Decision Tree,25,1.928781636063464,2.5030543690988947,19958.0,,,
history_only,2,0.8,long,Random Forest,25,1.9274064722398607,2.498430779045012,19958.0,,,
history_only,2,0.8,long,Naive (persistence),26,2.2962796054278702,3.218348763684388,19971.0,,,
history_only,2,0.8,long,Linear Regression,26,2.0871407559519053,2.7402430491992558,19971.0,,,
history_only,2,0.8,long,Decision Tree,26,2.0582550639551465,2.703176250959976,19971.0,,,
history_only,2,0.8,long,Random Forest,26,2.057390505670823,2.701592217948688,19971.0,,,
history_only,2,0.8,long,Naive (persistence),27,2.258250287946317,3.2355643648328822,19969.0,,,
history_only,2,0.8,long,Linear Regression,27,2.1137752924039015,2.8720832021889593,19969.0,,,
history_only,2,0.8,long,Decision Tree,27,2.0671114612827663,2.7357092548643007,19969.0,,,
history_only,2,0.8,long,Random Forest,27,2.0654380350064105,2.733292954965269,19969.0,,,
history_only,2,0.8,long,Naive (persistence),28,2.442814221331998,3.409323280042795,19970.0,,,
history_only,2,0.8,long,Linear Regression,28,2.2195514843710424,2.9271950232869295,19970.0,,,
history_only,2,0.8,long,Decision Tree,28,2.20035857161825,2.9059494637977386,19970.0,,,
history_only,2,0.8,long,Random Forest,28,2.1999609801456987,2.9050058833581796,19970.0,,,
history_only,2,0.8,long,Naive (persistence),29,2.2531930879038318,3.173637653848714,19965.0,,,
history_only,2,0.8,long,Linear Regression,29,2.09237743916096,2.7486268154796187,19965.0,,,
history_only,2,0.8,long,Decision Tree,29,2.067790627902344,2.697261402053449,19965.0,,,
history_only,2,0.8,long,Random Forest,29,2.0672289712335687,2.694442649590843,19965.0,,,
history_only,2,0.8,long,Linear Regression,ALL_MEAN,2.091862562064919,,,0.08711694994764502,0.07641941383299677,5.0
history_only,2,0.8,long,Decision Tree,ALL_MEAN,2.064459472164394,,,0.08594610493496645,0.08851818279233548,5.0
history_only,2,0.8,long,Random Forest,ALL_MEAN,2.063484992859272,,,0.08625315461078316,0.08894842624338894,5.0
history_only,2,0.8,long,Naive (persistence),ALL_MEAN,2.264948606971547,,,0.11762965106787532,0.0,5.0
history_only,2,0.8,extra_long,Naive (persistence),25,1.9246417476701072,2.7805640122239152,19958.0,,,
history_only,2,0.8,extra_long,Linear Regression,25,1.8305437610584552,2.4278535506954904,19958.0,,,
history_only,2,0.8,extra_long,Decision Tree,25,1.8252101813272177,2.3728419826523552,19958.0,,,
history_only,2,0.8,extra_long,Random Forest,25,1.8251364580003187,2.3724795286816516,19958.0,,,
history_only,2,0.8,extra_long,Naive (persistence),26,2.1167192429022084,2.953082289365004,19971.0,,,
history_only,2,0.8,extra_long,Linear Regression,26,1.96875557730098,2.5897879316013763,19971.0,,,
history_only,2,0.8,extra_long,Decision Tree,26,1.941893563945377,2.5371365964539736,19971.0,,,
history_only,2,0.8,extra_long,Random Forest,26,1.9419219944545019,2.5357778809595777,19971.0,,,
history_only,2,0.8,extra_long,Naive (persistence),27,2.1034603635635234,2.9821274755843326,19969.0,,,
history_only,2,0.8,extra_long,Linear Regression,27,1.9993228607039686,2.6966789837519594,19969.0,,,
history_only,2,0.8,extra_long,Decision Tree,27,1.9627312636849006,2.580640068208985,19969.0,,,
history_only,2,0.8,extra_long,Random Forest,27,1.9621880835662442,2.578331420094285,19969.0,,,
history_only,2,0.8,extra_long,Naive (persistence),28,2.2099148723084627,3.0951041184839623,19970.0,,,
history_only,2,0.8,extra_long,Linear Regression,28,2.0638955794226788,2.7375450835744486,19970.0,,,
history_only,2,0.8,extra_long,Decision Tree,28,2.055028545553293,2.7064177965316625,19970.0,,,
history_only,2,0.8,extra_long,Random Forest,28,2.053751093311025,2.7038607359801823,19970.0,,,
history_only,2,0.8,extra_long,Naive (persistence),29,2.0818432256448784,2.9169487538448413,19965.0,,,
history_only,2,0.8,extra_long,Linear Regression,29,1.963879463982923,2.585554664193724,19965.0,,,
history_only,2,0.8,extra_long,Decision Tree,29,1.951171311703366,2.532369237624227,19965.0,,,
history_only,2,0.8,extra_long,Random Forest,29,1.949920467683367,2.530424723609911,19965.0,,,
history_only,2,0.8,extra_long,Linear Regression,ALL_MEAN,1.9652794484938014,,,0.0762257752877371,0.058465727436974424,5.0
history_only,2,0.8,extra_long,Decision Tree,ALL_MEAN,1.9472069732428305,,,0.07320336137736201,0.06712396423473732,5.0
history_only,2,0.8,extra_long,Random Forest,ALL_MEAN,1.9465836194030914,,,0.07281571956936872,0.06742260319139959,5.0
history_only,2,0.8,extra_long,Naive (persistence),ALL_MEAN,2.087315890417836,,,0.09235641644143183,0.0,5.0
history_only,2,0.9,short,Naive (persistence),25,1.7651094086425316,2.3713506258029873,19971.0,,,
history_only,2,0.9,short,Linear Regression,25,1.7921220006370022,2.334688283790245,19971.0,,,
history_only,2,0.9,short,Decision Tree,25,1.789653238966034,2.296929507570598,19971.0,,,
history_only,2,0.9,short,Random Forest,25,1.7898814543998895,2.2961901144134087,19971.0,,,
history_only,2,0.9,short,Naive (persistence),26,1.7037704671774072,2.3103982368888003,19971.0,,,
history_only,2,0.9,short,Linear Regression,26,1.729350479959799,2.2686487560469355,19971.0,,,
history_only,2,0.9,short,Decision Tree,26,1.7266790119401785,2.225536542116464,19971.0,,,
history_only,2,0.9,short,Random Forest,26,1.7250229478187358,2.2239578718134614,19971.0,,,
history_only,2,0.9,short,Naive (persistence),27,1.8344098943468028,2.433626446198239,19971.0,,,
history_only,2,0.9,short,Linear Regression,27,1.8592064293658481,2.4103988789050605,19971.0,,,
history_only,2,0.9,short,Decision Tree,27,1.8477897899421207,2.369973457044969,19971.0,,,
history_only,2,0.9,short,Random Forest,27,1.8457935259330709,2.365720259310057,19971.0,,,
history_only,2,0.9,short,Naive (persistence),28,1.7517275913870807,2.3646325784033064,19970.0,,,
history_only,2,0.9,short,Linear Regression,28,1.7850082146115314,2.331281221259722,19970.0,,,
history_only,2,0.9,short,Decision Tree,28,1.7781446874455507,2.2851532250998736,19970.0,,,
history_only,2,0.9,short,Random Forest,28,1.7768268158726939,2.2821857842234605,19970.0,,,
history_only,2,0.9,short,Naive (persistence),29,1.715122684026039,2.3107053119248757,19970.0,,,
history_only,2,0.9,short,Linear Regression,29,1.7386383882025538,2.2658273835600866,19970.0,,,
history_only,2,0.9,short,Decision Tree,29,1.736517413124897,2.2259692745104025,19970.0,,,
history_only,2,0.9,short,Random Forest,29,1.7361510506241236,2.225713269513514,19970.0,,,
history_only,2,0.9,short,Linear Regression,ALL_MEAN,1.780865102555347,,,0.046299240521967,-0.015300265047021977,5.0
history_only,2,0.9,short,Decision Tree,ALL_MEAN,1.7757568282837561,,,0.043210932472155135,-0.012387954499503806,5.0
history_only,2,0.9,short,Random Forest,ALL_MEAN,1.7747351589297025,,,0.042995614110513024,-0.011805484123464272,5.0
history_only,2,0.9,short,Naive (persistence),ALL_MEAN,1.7540280091159723,,,0.046105925112759766,0.0,5.0
history_only,2,0.9,medium,Naive (persistence),25,2.4551599819738623,3.2526051386962105,19971.0,,,
history_only,2,0.9,medium,Linear Regression,25,2.443607065151827,3.159693682487461,19971.0,,,
history_only,2,0.9,medium,Decision Tree,25,2.4222522797029087,3.0954772753153406,19971.0,,,
history_only,2,0.9,medium,Random Forest,25,2.4215609873885384,3.095149895366558,19971.0,,,
history_only,2,0.9,medium,Naive (persistence),26,2.3242201191728005,3.130040874496726,19971.0,,,
history_only,2,0.9,medium,Linear Regression,26,2.3144538500417315,3.030441824707571,19971.0,,,
history_only,2,0.9,medium,Decision Tree,26,2.2946784222227756,2.9606709528897923,19971.0,,,
history_only,2,0.9,medium,Random Forest,26,2.292960663588747,2.958652812133116,19971.0,,,
history_only,2,0.9,medium,Naive (persistence),27,2.5201041510189777,3.326513979848015,19971.0,,,
history_only,2,0.9,medium,Linear Regression,27,2.5259029601313556,3.271027701295488,19971.0,,,
history_only,2,0.9,medium,Decision Tree,27,2.47919179888608,3.1884259928417054,19971.0,,,
history_only,2,0.9,medium,Random Forest,27,2.4764909250205065,3.1844793755631517,19971.0,,,
history_only,2,0.9,medium,Naive (persistence),28,2.4077616424636954,3.2192383016583745,19970.0,,,
history_only,2,0.9,medium,Linear Regression,28,2.40853556893466,3.137007117577555,19970.0,,,
history_only,2,0.9,medium,Decision Tree,28,2.382904936766776,3.0538655512719153,19970.0,,,
history_only,2,0.9,medium,Random Forest,28,2.378499628303587,3.0491511996119196,19970.0,,,
history_only,2,0.9,medium,Naive (persistence),29,2.3367551326990488,3.1398308563854305,19970.0,,,
history_only,2,0.9,medium,Linear Regression,29,2.326288826043392,3.0326737982562544,19970.0,,,
history_only,2,0.9,medium,Decision Tree,29,2.3067134036368073,2.967644768911216,19970.0,,,
history_only,2,0.9,medium,Random Forest,29,2.3072407948453164,2.9685294639524793,19970.0,,,
history_only,2,0.9,medium,Linear Regression,ALL_MEAN,2.4037576540605934,,,0.07811129054954884,0.00209338715333951,5.0
history_only,2,0.9,medium,Decision Tree,ALL_MEAN,2.3771481682430697,,,0.06963151424896007,0.013140167105095357,5.0
history_only,2,0.9,medium,Random Forest,ALL_MEAN,2.375350599829339,,,0.06899525897794509,0.013886417628344194,5.0
history_only,2,0.9,medium,Naive (persistence),ALL_MEAN,2.4088002054656767,,,0.07332551983312399,0.0,5.0
history_only,2,0.9,long,Naive (persistence),25,3.324470482199189,4.397862518583536,19971.0,,,
history_only,2,0.9,long,Linear Regression,25,3.2148088830152743,4.161719694973689,19971.0,,,
history_only,2,0.9,long,Decision Tree,25,3.1707350439171402,4.069562113095355,19971.0,,,
history_only,2,0.9,long,Random Forest,25,3.169183819732154,4.06721658284231,19971.0,,,
history_only,2,0.9,long,Naive (persistence),26,3.087176405788393,4.175185822948653,19971.0,,,
history_only,2,0.9,long,Linear Regression,26,2.994867095712178,3.9376745005083897,19971.0,,,
history_only,2,0.9,long,Decision Tree,26,2.973163004469938,3.85085295259876,19971.0,,,
history_only,2,0.9,long,Random Forest,26,2.9716553549639335,3.8495017097415474,19971.0,,,
history_only,2,0.9,long,Naive (persistence),27,3.420910319963948,4.486762753702453,19971.0,,,
history_only,2,0.9,long,Linear Regression,27,3.37617340475661,4.351926008172195,19971.0,,,
history_only,2,0.9,long,Decision Tree,27,3.280005320047328,4.203627894459347,19971.0,,,
history_only,2,0.9,long,Random Forest,27,3.2786106140212885,4.202950134221035,19971.0,,,
history_only,2,0.9,long,Naive (persistence),28,3.1635953930896346,4.247494769593788,19970.0,,,
history_only,2,0.9,long,Linear Regression,28,3.125245432816519,4.072154995957251,19970.0,,,
history_only,2,0.9,long,Decision Tree,28,3.0602933110242216,3.914812470361564,19970.0,,,
history_only,2,0.9,long,Random Forest,28,3.057225675908032,3.911004761607863,19970.0,,,
history_only,2,0.9,long,Naive (persistence),29,3.2012018027040563,4.274272348149944,19970.0,,,
history_only,2,0.9,long,Linear Regression,29,3.0935109184956326,4.001815512298735,19970.0,,,
history_only,2,0.9,long,Decision Tree,29,3.051567143580187,3.9288186138375174,19970.0,,,
history_only,2,0.9,long,Random Forest,29,3.049509738409009,3.9245956342243002,19970.0,,,
history_only,2,0.9,long,Linear Regression,ALL_MEAN,3.160921146959242,,,0.1285521419508684,0.02424770485099681,5.0
history_only,2,0.9,long,Decision Tree,ALL_MEAN,3.1071527646077626,,,0.10692009880384946,0.04084559516419728,5.0
history_only,2,0.9,long,Random Forest,ALL_MEAN,3.1052370406068834,,,0.10714688666376401,0.04143696457957424,5.0
history_only,2,0.9,long,Naive (persistence),ALL_MEAN,3.2394708807490438,,,0.11879429398317848,0.0,5.0
history_only,2,0.9,extra_long,Naive (persistence),25,2.954834510039557,3.9044019149871017,19971.0,,,
history_only,2,0.9,extra_long,Linear Regression,25,2.8834787000743636,3.740197968538159,19971.0,,,
history_only,2,0.9,extra_long,Decision Tree,25,2.850497858378921,3.657373205752477,19971.0,,,
history_only,2,0.9,extra_long,Random Forest,25,2.850703561735928,3.657040115550288,19971.0,,,
history_only,2,0.9,extra_long,Naive (persistence),26,2.753041910770617,3.7146949389970403,19971.0,,,
history_only,2,0.9,extra_long,Linear Regression,26,2.7007760868764734,3.5486259869113046,19971.0,,,
history_only,2,0.9,extra_long,Decision Tree,26,2.683197067305311,3.4666873937940927,19971.0,,,
history_only,2,0.9,extra_long,Random Forest,26,2.6823718655968563,3.464579811946188,19971.0,,,
history_only,2,0.9,extra_long,Naive (persistence),27,3.0135696760302437,3.965564558582929,19971.0,,,
history_only,2,0.9,extra_long,Linear Regression,27,2.9998507819273668,3.873724443919787,19971.0,,,
history_only,2,0.9,extra_long,Decision Tree,27,2.9327478014042874,3.7582333900037845,19971.0,,,
history_only,2,0.9,extra_long,Random Forest,27,2.9314738092124597,3.755230559099613,19971.0,,,
history_only,2,0.9,extra_long,Naive (persistence),28,2.8366049073610418,3.7977736408243725,19970.0,,,
history_only,2,0.9,extra_long,Linear Regression,28,2.8058083598394314,3.66898221428838,19970.0,,,
history_only,2,0.9,extra_long,Decision Tree,28,2.7626043321569678,3.5477832738368216,19970.0,,,
history_only,2,0.9,extra_long,Random Forest,28,2.7600940736692294,3.5432735366174937,19970.0,,,
history_only,2,0.9,extra_long,Naive (persistence),29,2.818177265898848,3.7657697131261822,19970.0,,,
history_only,2,0.9,extra_long,Linear Regression,29,2.7518379649406493,3.580951008463023,19970.0,,,
history_only,2,0.9,extra_long,Decision Tree,29,2.7197705110266583,3.5065890490904894,19970.0,,,
history_only,2,0.9,extra_long,Random Forest,29,2.7183825212123955,3.5036719287322415,19970.0,,,
history_only,2,0.9,extra_long,Linear Regression,ALL_MEAN,2.828350378731657,,,0.10496572024482197,0.016310006493823415,5.0
history_only,2,0.9,extra_long,Decision Tree,ALL_MEAN,2.789763514054429,,,0.09069312676977274,0.029730377940442976,5.0
history_only,2,0.9,extra_long,Random Forest,ALL_MEAN,2.788605166285374,,,0.09088154521986237,0.030133247089183635,5.0
history_only,2,0.9,extra_long,Naive (persistence),ALL_MEAN,2.8752456540200617,,,0.09502797920282371,0.0,5.0
history_only,2,0.95,short,Naive (persistence),25,1.9425166491412549,2.526371846011839,19971.0,,,
history_only,2,0.95,short,Linear Regression,25,1.9572400647317019,2.5108640899681856,19971.0,,,
history_only,2,0.95,short,Decision Tree,25,1.972795930713632,2.4877521178426036,19971.0,,,
history_only,2,0.95,short,Random Forest,25,1.968192554881778,2.4838421346992265,19971.0,,,
history_only,2,0.95,short,Naive (persistence),26,1.9215322984476715,2.5187031978178864,19970.0,,,
history_only,2,0.95,short,Linear Regression,26,1.935899962665226,2.5005037181256315,19970.0,,,
history_only,2,0.95,short,Decision Tree,26,1.938470798736974,2.454832006479704,19970.0,,,
history_only,2,0.95,short,Random Forest,26,1.9377365916074267,2.453951709266677,19970.0,,,
history_only,2,0.95,short,Naive (persistence),27,1.9567873416453858,2.554762979246056,19971.0,,,
history_only,2,0.95,short,Linear Regression,27,1.9705386662090236,2.539022792582152,19971.0,,,
history_only,2,0.95,short,Decision Tree,27,1.9717851935844735,2.501460797657281,19971.0,,,
history_only,2,0.95,short,Random Forest,27,1.9695947240359102,2.4994199554691328,19971.0,,,
history_only,2,0.95,short,Naive (persistence),28,1.9485754343798507,2.553567117246443,19971.0,,,
history_only,2,0.95,short,Linear Regression,28,1.9639572106791607,2.5370986015950465,19971.0,,,
history_only,2,0.95,short,Decision Tree,28,1.9667480148063863,2.495879073358206,19971.0,,,
history_only,2,0.95,short,Random Forest,28,1.9635083775445716,2.493049017179128,19971.0,,,
history_only,2,0.95,short,Naive (persistence),29,1.9053127034199588,2.505944062760828,19971.0,,,
history_only,2,0.95,short,Linear Regression,29,1.922360657081746,2.490572133424062,19971.0,,,
history_only,2,0.95,short,Decision Tree,29,1.9255149836388237,2.447517161722174,19971.0,,,
history_only,2,0.95,short,Random Forest,29,1.9237424558363194,2.4456113822663452,19971.0,,,
history_only,2,0.95,short,Linear Regression,ALL_MEAN,1.9499993122733716,,,0.018065455456962167,-0.007780287169979028,5.0
history_only,2,0.95,short,Decision Tree,ALL_MEAN,1.9550629842960578,,,0.01938563682022552,-0.010397246475061017,5.0
history_only,2,0.95,short,Random Forest,ALL_MEAN,1.952554940781201,,,0.01846407173940849,-0.009101063036570212,5.0
history_only,2,0.95,short,Naive (persistence),ALL_MEAN,1.9349448854068243,,,0.018858314156515336,0.0,5.0
history_only,2,0.95,medium,Naive (persistence),25,2.6858444744880074,3.468933348009262,19971.0,,,
history_only,2,0.95,medium,Linear Regression,25,2.6889316743778884,3.4338454088738644,19971.0,,,
history_only,2,0.95,medium,Decision Tree,25,2.6758932779566784,3.3800459906830094,19971.0,,,
history_only,2,0.95,medium,Random Forest,25,2.675821129076878,3.3777345165698467,19971.0,,,
history_only,2,0.95,medium,Naive (persistence),26,2.652478718077116,3.4537795079208515,19970.0,,,
history_only,2,0.95,medium,Linear Regression,26,2.65169906161999,3.408863305749129,19970.0,,,
history_only,2,0.95,medium,Decision Tree,26,2.6210462137738353,3.325771066171871,19970.0,,,
history_only,2,0.95,medium,Random Forest,26,2.6215507240960023,3.3252681026703135,19970.0,,,
history_only,2,0.95,medium,Naive (persistence),27,2.7167893445495968,3.54239260822635,19971.0,,,
history_only,2,0.95,medium,Linear Regression,27,2.711654523404742,3.5006276045035722,19971.0,,,
history_only,2,0.95,medium,Decision Tree,27,2.6880330014759615,3.4281181942672667,19971.0,,,
history_only,2,0.95,medium,Random Forest,27,2.68728816076368,3.4262744118961477,19971.0,,,
history_only,2,0.95,medium,Naive (persistence),28,2.7148365129437684,3.5208059173641244,19971.0,,,
history_only,2,0.95,medium,Linear Regression,28,2.714505513824138,3.477846510120459,19971.0,,,
history_only,2,0.95,medium,Decision Tree,28,2.6811535640970994,3.3921621564152424,19971.0,,,
history_only,2,0.95,medium,Random Forest,28,2.6805516752936174,3.3901053151737974,19971.0,,,
history_only,2,0.95,medium,Naive (persistence),29,2.655951129137249,3.469763237245112,19971.0,,,
history_only,2,0.95,medium,Linear Regression,29,2.6612153035535373,3.431500987403646,19971.0,,,
history_only,2,0.95,medium,Decision Tree,29,2.6361247604493823,3.347712808438028,19971.0,,,
history_only,2,0.95,medium,Random Forest,29,2.6349409731038054,3.3453777914967158,19971.0,,,
history_only,2,0.95,medium,Linear Regression,ALL_MEAN,2.6856012153560593,,,0.025570897559107613,-0.00015685336226622937,5.0
history_only,2,0.95,medium,Decision Tree,ALL_MEAN,2.6604501635505917,,,0.0267294968856928,0.009209763203392618,5.0
history_only,2,0.95,medium,Random Forest,ALL_MEAN,2.6600305324667968,,,0.026546638905421735,0.009366039906702706,5.0
history_only,2,0.95,medium,Naive (persistence),ALL_MEAN,2.6851800358391475,,,0.027578258394935475,0.0,5.0
history_only,2,0.95,long,Naive (persistence),25,3.726002703920685,4.771940753708863,19971.0,,,
history_only,2,0.95,long,Linear Regression,25,3.6871283974167635,4.681180948919193,19971.0,,,
history_only,2,0.95,long,Decision Tree,25,3.6463998927936236,4.583522597392366,19971.0,,,
history_only,2,0.95,long,Random Forest,25,3.6441675481823532,4.581556413321468,19971.0,,,
history_only,2,0.95,long,Naive (persistence),26,3.5296945418127192,4.632352321666398,19970.0,,,
history_only,2,0.95,long,Linear Regression,26,3.481173937430355,4.52475419801129,19970.0,,,
history_only,2,0.95,long,Decision Tree,26,3.4280691157802714,4.400283186599199,19970.0,,,
history_only,2,0.95,long,Random Forest,26,3.4257825825992416,4.397483237533661,19970.0,,,
history_only,2,0.95,long,Naive (persistence),27,3.722848129788193,4.824468828196286,19971.0,,,
history_only,2,0.95,long,Linear Regression,27,3.6672115448858222,4.720367541146352,19971.0,,,
history_only,2,0.95,long,Decision Tree,27,3.597498804788666,4.5865391109808265,19971.0,,,
history_only,2,0.95,long,Random Forest,27,3.598065974053638,4.586553555280122,19971.0,,,
history_only,2,0.95,long,Naive (persistence),28,3.667517900956387,4.7423739477668425,19971.0,,,
history_only,2,0.95,long,Linear Regression,28,3.622180983100573,4.6394459663376955,19971.0,,,
history_only,2,0.95,long,Decision Tree,28,3.5480862794060113,4.51178614826804,19971.0,,,
history_only,2,0.95,long,Random Forest,28,3.5470066246681564,4.509291635430009,19971.0,,,
history_only,2,0.95,long,Naive (persistence),29,3.6555004756897502,4.781982608565144,19971.0,,,
history_only,2,0.95,long,Linear Regression,29,3.6247938816574616,4.683622004564649,19971.0,,,
history_only,2,0.95,long,Decision Tree,29,3.5597714613500435,4.538852539203338,19971.0,,,
history_only,2,0.95,long,Random Forest,29,3.559339829126001,4.5375455971081955,19971.0,,,
history_only,2,0.95,long,Linear Regression,ALL_MEAN,3.6164977488981953,,,0.07207528915456413,0.011970289022478098,5.0
history_only,2,0.95,long,Decision Tree,ALL_MEAN,3.5559651108237227,,,0.07257747220909465,0.02850784802404238,5.0
history_only,2,0.95,long,Random Forest,ALL_MEAN,3.554872511725878,,,0.0729181974948656,0.02880634686071004,5.0
history_only,2,0.95,long,Naive (persistence),ALL_MEAN,3.6603127504335466,,,0.07122082878730421,0.0,5.0
history_only,2,0.95,extra_long,Naive (persistence),25,3.258825296680186,4.184458035292172,19971.0,,,
