dataset,erlang_k,rho,horizon,model,test_run_id,accuracy,precision_congested,recall_congested,f1_congested,n_test,congestion_rate,accuracy_std,precision_congested_std,recall_congested_std,f1_congested_std,n_test_runs
history_only,2,0.3,short,Logistic Regression,28,0.9246506722910625,0.5,0.0006997900629811056,0.001397624039133473,18965.0,0.07534932770893751,,,,,
history_only,2,0.3,short,Random Forest,28,0.9245979435802795,0.4,0.0013995801259622112,0.002789400278940028,18965.0,0.07534932770893751,,,,,
history_only,2,0.3,short,Naive (always 'not congested'),29,0.9233354337324091,0.0,0.0,0.0,19044.0,0.07666456626759084,,,,,
history_only,2,0.3,short,Naive (persistence),29,0.8666771686620458,0.13022618231665525,0.13013698630136986,0.13018156903048989,19044.0,0.07666456626759084,,,,,
history_only,2,0.3,short,Logistic Regression,29,0.9233354337324091,0.0,0.0,0.0,19044.0,0.07666456626759084,,,,,
history_only,2,0.3,short,Random Forest,29,0.9232829237555136,0.0,0.0,0.0,19044.0,0.07666456626759084,,,,,
history_only,2,0.3,short,Naive (always 'not congested'),ALL_MEAN,0.924977156215512,0.0,0.0,0.0,,0.07502284378448804,0.004969809494887729,0.0,0.0,0.0,5.0
history_only,2,0.3,short,Naive (persistence),ALL_MEAN,0.8703399843431281,0.1373884603868596,0.13835247591521932,0.13786620302251046,,0.07502284378448804,0.007087805969084741,0.01667177232574132,0.017659785836305637,0.01715639456902553,5.0
history_only,2,0.3,short,Logistic Regression,ALL_MEAN,0.925030221922647,0.55,0.0013298222723168488,0.0026518854112063286,,0.07502284378448804,0.005085001921228855,0.4,0.0013369009026193174,0.002663270195294737,5.0
history_only,2,0.3,short,Random Forest,ALL_MEAN,0.9250299743061696,0.56,0.0016905146556088018,0.0033704894455135457,,0.07502284378448804,0.004968825347873906,0.3440930106817051,0.0009271732746707781,0.0018487995537491422,5.0
history_only,2,0.3,medium,Naive (always 'not congested'),25,0.929867813680235,0.0,0.0,0.0,19064.0,0.070132186319765,,,,,
history_only,2,0.3,medium,Naive (persistence),25,0.8695446915652539,0.07025411061285501,0.07030665669409125,0.0702803738317757,19064.0,0.070132186319765,,,,,
history_only,2,0.3,medium,Logistic Regression,25,0.929867813680235,0.0,0.0,0.0,19064.0,0.070132186319765,,,,,
history_only,2,0.3,medium,Random Forest,25,0.929867813680235,0.0,0.0,0.0,19064.0,0.070132186319765,,,,,
history_only,2,0.3,medium,Naive (always 'not congested'),26,0.9303387490708294,0.0,0.0,0.0,18834.0,0.06966125092917065,,,,,
history_only,2,0.3,medium,Naive (persistence),26,0.8730487416374642,0.0891089108910891,0.08917682926829268,0.08914285714285715,18834.0,0.06966125092917065,,,,,
history_only,2,0.3,medium,Logistic Regression,26,0.9303387490708294,0.0,0.0,0.0,18834.0,0.06966125092917065,,,,,
history_only,2,0.3,medium,Random Forest,26,0.9303387490708294,0.0,0.0,0.0,18834.0,0.06966125092917065,,,,,
history_only,2,0.3,medium,Naive (always 'not congested'),27,0.9157430267374062,0.0,0.0,0.0,19037.0,0.08425697326259389,,,,,
history_only,2,0.3,medium,Naive (persistence),27,0.846246782581289,0.08989460632362058,0.09039900249376559,0.09014609884986012,19037.0,0.08425697326259389,,,,,
history_only,2,0.3,medium,Logistic Regression,27,0.9157430267374062,0.0,0.0,0.0,19037.0,0.08425697326259389,,,,,
history_only,2,0.3,medium,Random Forest,27,0.9157430267374062,0.0,0.0,0.0,19037.0,0.08425697326259389,,,,,
history_only,2,0.3,medium,Naive (always 'not congested'),28,0.9243870287371474,0.0,0.0,0.0,18965.0,0.07561297126285263,,,,,
history_only,2,0.3,medium,Naive (persistence),28,0.8615871341945689,0.08902691511387163,0.0899581589958159,0.08949011446409989,18965.0,0.07561297126285263,,,,,
history_only,2,0.3,medium,Logistic Regression,28,0.9243870287371474,0.0,0.0,0.0,18965.0,0.07561297126285263,,,,,
history_only,2,0.3,medium,Random Forest,28,0.9243870287371474,0.0,0.0,0.0,18965.0,0.07561297126285263,,,,,
history_only,2,0.3,medium,Naive (always 'not congested'),29,0.9241755933627389,0.0,0.0,0.0,19044.0,0.07582440663726107,,,,,
history_only,2,0.3,medium,Naive (persistence),29,0.8597458517118253,0.07950651130911583,0.08033240997229917,0.07991732690320358,19044.0,0.07582440663726107,,,,,
history_only,2,0.3,medium,Logistic Regression,29,0.9241755933627389,0.0,0.0,0.0,19044.0,0.07582440663726107,,,,,
history_only,2,0.3,medium,Random Forest,29,0.9241755933627389,0.0,0.0,0.0,19044.0,0.07582440663726107,,,,,
history_only,2,0.3,medium,Naive (always 'not congested'),ALL_MEAN,0.9249024423176714,0.0,0.0,0.0,,0.07509755768232866,0.005270620423002932,0.0,0.0,0.0,5.0
history_only,2,0.3,medium,Naive (persistence),ALL_MEAN,0.8620346403380802,0.08355821085011042,0.08403461148485292,0.0837953542383593,,0.07509755768232866,0.009299532940322217,0.00767179584138624,0.0077999914171496335,0.007733716181310901,5.0
history_only,2,0.3,medium,Logistic Regression,ALL_MEAN,0.9249024423176714,0.0,0.0,0.0,,0.07509755768232866,0.005270620423002932,0.0,0.0,0.0,5.0
history_only,2,0.3,medium,Random Forest,ALL_MEAN,0.9249024423176714,0.0,0.0,0.0,,0.07509755768232866,0.005270620423002932,0.0,0.0,0.0,5.0
history_only,2,0.3,long,Naive (always 'not congested'),25,0.9299202685690307,0.0,0.0,0.0,19064.0,0.07007973143096936,,,,,
history_only,2,0.3,long,Naive (persistence),25,0.8666596726814939,0.04932735426008968,0.04940119760479042,0.0493642483171279,19064.0,0.07007973143096936,,,,,
history_only,2,0.3,long,Logistic Regression,25,0.9299202685690307,0.0,0.0,0.0,19064.0,0.07007973143096936,,,,,
history_only,2,0.3,long,Random Forest,25,0.9299202685690307,0.0,0.0,0.0,19064.0,0.07007973143096936,,,,,
history_only,2,0.3,long,Naive (always 'not congested'),26,0.9304449400021239,0.0,0.0,0.0,18834.0,0.06955505999787619,,,,,
history_only,2,0.3,long,Naive (persistence),26,0.8705001592863969,0.07006854531607007,0.07022900763358779,0.07014868471216165,18834.0,0.06955505999787619,,,,,
history_only,2,0.3,long,Logistic Regression,26,0.9304449400021239,0.0,0.0,0.0,18834.0,0.06955505999787619,,,,,
history_only,2,0.3,long,Random Forest,26,0.9304449400021239,0.0,0.0,0.0,18834.0,0.06955505999787619,,,,,
history_only,2,0.3,long,Naive (always 'not congested'),27,0.9162683195881705,0.0,0.0,0.0,19037.0,0.0837316804118296,,,,,
history_only,2,0.3,long,Naive (persistence),27,0.8454063140200662,0.08183508989460632,0.08281053952321205,0.0823199251637044,19037.0,0.0837316804118296,,,,,
history_only,2,0.3,long,Logistic Regression,27,0.9162683195881705,0.0,0.0,0.0,19037.0,0.0837316804118296,,,,,
history_only,2,0.3,long,Random Forest,27,0.9162683195881705,0.0,0.0,0.0,19037.0,0.0837316804118296,,,,,
history_only,2,0.3,long,Naive (always 'not congested'),28,0.9241233851832322,0.0,0.0,0.0,18965.0,0.07587661481676773,,,,,
history_only,2,0.3,long,Naive (persistence),28,0.8576324808858423,0.06487232574189096,0.06532314107018763,0.06509695290858726,18965.0,0.07587661481676773,,,,,
history_only,2,0.3,long,Logistic Regression,28,0.9241233851832322,0.0,0.0,0.0,18965.0,0.07587661481676773,,,,,
history_only,2,0.3,long,Random Forest,28,0.9241233851832322,0.0,0.0,0.0,18965.0,0.07587661481676773,,,,,
history_only,2,0.3,long,Naive (always 'not congested'),29,0.9246481831547995,0.0,0.0,0.0,19044.0,0.07535181684520059,,,,,
history_only,2,0.3,long,Naive (persistence),29,0.8590632220121823,0.07196710075394105,0.07317073170731707,0.07256392536281962,19044.0,0.07535181684520059,,,,,
history_only,2,0.3,long,Logistic Regression,29,0.9246481831547995,0.0,0.0,0.0,19044.0,0.07535181684520059,,,,,
history_only,2,0.3,long,Random Forest,29,0.9246481831547995,0.0,0.0,0.0,19044.0,0.07535181684520059,,,,,
history_only,2,0.3,long,Naive (always 'not congested'),ALL_MEAN,0.9250810192994713,0.0,0.0,0.0,,0.07491898070052869,0.00511777422768056,0.0,0.0,0.0,5.0
history_only,2,0.3,long,Naive (persistence),ALL_MEAN,0.8598523697771963,0.0676140831933196,0.06818692350781899,0.06789874729288017,,0.07491898070052869,0.008648167228797061,0.010668944341339774,0.01099057182011533,0.010827503683221676,5.0
history_only,2,0.3,long,Logistic Regression,ALL_MEAN,0.9250810192994713,0.0,0.0,0.0,,0.07491898070052869,0.00511777422768056,0.0,0.0,0.0,5.0
history_only,2,0.3,long,Random Forest,ALL_MEAN,0.9250810192994713,0.0,0.0,0.0,,0.07491898070052869,0.00511777422768056,0.0,0.0,0.0,5.0
history_only,2,0.3,extra_long,Naive (always 'not congested'),25,0.9306546370121695,0.0,0.0,0.0,19064.0,0.06934536298783046,,,,,
history_only,2,0.3,extra_long,Naive (persistence),25,0.8704364246747797,0.07100149476831091,0.0718608169440242,0.07142857142857142,19064.0,0.06934536298783046,,,,,
history_only,2,0.3,extra_long,Logistic Regression,25,0.9306546370121695,0.0,0.0,0.0,19064.0,0.06934536298783046,,,,,
history_only,2,0.3,extra_long,Random Forest,25,0.9306546370121695,0.0,0.0,0.0,19064.0,0.06934536298783046,,,,,
history_only,2,0.3,extra_long,Naive (always 'not congested'),26,0.9310820855898906,0.0,0.0,0.0,18834.0,0.06891791441010937,,,,,
history_only,2,0.3,extra_long,Naive (persistence),26,0.8711373048741637,0.07006854531607007,0.07087827426810478,0.07047108387590961,18834.0,0.06891791441010937,,,,,
history_only,2,0.3,extra_long,Logistic Regression,26,0.9310820855898906,0.0,0.0,0.0,18834.0,0.06891791441010937,,,,,
history_only,2,0.3,extra_long,Random Forest,26,0.9310820855898906,0.0,0.0,0.0,18834.0,0.06891791441010937,,,,,
history_only,2,0.3,extra_long,Naive (always 'not congested'),27,0.9154278510269476,0.0,0.0,0.0,19037.0,0.08457214897305247,,,,,
history_only,2,0.3,extra_long,Naive (persistence),27,0.8434102011871618,0.0750154990700558,0.07515527950310559,0.07508532423208192,19037.0,0.08457214897305247,,,,,
history_only,2,0.3,extra_long,Logistic Regression,27,0.9154278510269476,0.0,0.0,0.0,19037.0,0.08457214897305247,,,,,
history_only,2,0.3,extra_long,Random Forest,27,0.9154278510269476,0.0,0.0,0.0,19037.0,0.08457214897305247,,,,,
history_only,2,0.3,extra_long,Naive (always 'not congested'),28,0.9238597416293172,0.0,0.0,0.0,18965.0,0.07614025837068283,,,,,
history_only,2,0.3,extra_long,Naive (persistence),28,0.8589506986554178,0.07522429261559696,0.07548476454293629,0.07535430349118562,18965.0,0.07614025837068283,,,,,
history_only,2,0.3,extra_long,Logistic Regression,28,0.9238597416293172,0.0,0.0,0.0,18965.0,0.07614025837068283,,,,,
